code,name,industry,area,pe,20162,20163,20164,20171,20172
600680,*ST上普,通信设备,上海,0.0,0.13,-3.08,,-2.59,-18.88
600497,驰宏锌锗,铅锌,云南,31.65,,0.79,-19.15,3.26,
600101,明星电力,水力发电,四川,42.13,2.48,4.54,4.32,1.24,2.16
300581,晨曦航空,航空,陕西,109.15,8.04,9.46,26.35,0.72,3.17
600395,盘江股份,煤炭开采,贵州,15.14,0.0,1.35,,4.2,7.23
002392,北京利尔,其他建材,北京,50.96,3.14,,5.04,,2.77
603305,旭升股份,汽车配件,浙江,89.95,22.34,,48.92,,19.63
300659,中孚信息,软件服务,山东,256.97,3.58,,35.19,nan,3.44
002190,成飞集成,汽车配件,四川,1804.62,2.98,5.14,7.88,,
000663,永安林业,林业,福建,393.61,0.34,0.44,5.92,,0.3
600242,中昌数据,水运,广东,59.85,-34.19,-4.87,6.22,,4.15
300667,必创科技,电器仪表,北京,250.62,2.92,,22.17,1.73,3.9
603232,格尔软件,软件服务,上海,181.8,1.18,,20.63,,2.43
600716,凤凰股份,区域地产,江苏,0.0,,,1.56,-0.31,-2.09
002611,东方精工,轻工机械,广东,65.04,3.72,5.5,6.9,0.44,3.82
002410,广联达,软件服务,北京,80.6,,8.32,,,4.78
300229,拓尔思,软件服务,北京,212.33,1.06,2.79,8.74,-0.3,1.02
300394,天孚通信,通信设备,江苏,42.5,8.59,12.63,17.04,4.11,
002562,兄弟科技,化工原料,浙江,31.7,,5.77,,,8.39
000546,金圆股份,水泥,吉林,63.39,4.2,11.33,15.2,-1.77,
300532,今天国际,软件服务,深圳,106.5,8.24,,10.98,,2.92
300128,锦富技术,元器件,江苏,322.74,-1.62,0.06,1.71,0.14,
300679,电连技术,元器件,深圳,39.68,20.69,,41.63,,16.86
600980,北矿科技,元器件,北京,101.79,2.55,3.69,7.38,0.77,2.93
002514,宝馨科技,机械基件,江苏,61.24,,,-8.48,2.39,4.37
600550,保变电气,电气设备,河北,101.92,,3.59,30.57,5.42,15.34
600742,一汽富维,汽车配件,吉林,16.1,4.33,,10.35,3.43,
002589,瑞康医药,医药商业,山东,21.47,6.51,9.93,13.02,,7.24
000759,中百集团,超市连锁,湖北,24.1,-2.13,-6.07,0.22,3.55,4.48
300393,中来股份,塑料,江苏,28.03,9.34,13.86,18.51,,14.78
300124,汇川技术,电器仪表,深圳,55.09,9.32,16.23,21.49,3.58,8.76
300521,爱司凯,专用机械,广东,84.59,,,13.42,1.34,4.03
000958,东方能源,火力发电,河北,95.86,9.93,11.45,11.46,2.45,1.79
002017,东信和平,通信设备,广东,82.38,3.26,,9.53,,2.54
002130,沃尔核材,电气设备,深圳,79.33,3.3,5.37,5.71,0.52,
002799,环球印务,广告包装,陕西,136.65,,4.32,,1.17,
300626,华瑞股份,电气设备,浙江,56.2,6.41,,15.54,,7.14
002649,博彦科技,软件服务,北京,36.84,4.44,6.24,6.07,1.6,4.09
600059,古越龙山,红黄药酒,浙江,42.61,2.13,2.51,3.19,1.61,2.39
002414,高德红外,电器仪表,湖北,139.94,1.53,1.67,2.56,0.04,1.41
600230,沧州大化,农药化肥,河北,12.84,-2.02,7.04,28.11,24.7,35.95
300018,中元股份,电气设备,湖北,80.16,2.33,4.19,7.75,0.74,
600226,XR瀚叶股,农药化肥,浙江,44.25,10.05,17.14,,5.6,6.46
000988,华工科技,电器仪表,湖北,43.23,3.89,5.53,7.51,,5.44
300020,银江股份,软件服务,浙江,51.09,7.04,,5.43,1.12,2.75
300386,飞天诚信,软件服务,北京,153.58,1.91,3.46,,0.69,
300588,熙菱信息,软件服务,新疆,130.7,1.92,10.58,,0.08,
600132,重庆啤酒,啤酒,重庆,32.96,,21.43,15.37,3.84,12.98
300412,迦南科技,医疗保健,浙江,74.23,6.41,11.01,11.94,0.88,3.1
600520,中发科技,机械基件,安徽,0.0,-1.52,-0.89,2.92,-0.4,-0.66
002383,合众思壮,通信设备,北京,122.24,0.19,,4.29,0.14,1.43
600570,恒生电子,软件服务,浙江,73.7,6.63,8.4,0.77,,9.08
300600,瑞特股份,电气设备,江苏,44.97,11.04,18.75,,4.25,
002176,江特电机,电气设备,江西,206.14,,4.17,5.88,1.21,1.66
300141,和顺电气,电气设备,江苏,844.72,,,4.25,0.61,0.37
300178,腾邦国际,旅游服务,深圳,30.72,,8.56,12.12,,9.65
002681,奋达科技,家用电器,深圳,73.27,4.84,9.27,14.2,,4.49
002350,北京科锐,电气设备,北京,194.18,,,6.81,-0.73,
000830,鲁西化工,农药化肥,山东,13.14,0.93,,3.09,,6.32
300028,金亚科技,通信设备,四川,0.0,,2.55,-6.05,,-7.13
603976,正川股份,医疗保健,重庆,48.1,8.1,,14.57,,8.12
300170,汉得信息,软件服务,上海,40.39,5.71,8.84,12.72,2.24,6.05
603920,世运电路,元器件,广东,43.01,15.02,,,5.26,7.14
300296,利亚德,半导体,北京,42.71,7.58,11.48,22.06,3.8,
002640,跨境通,服饰,山西,48.54,7.46,12.61,13.55,,7.2
603688,石英股份,矿物制品,江苏,65.63,2.83,4.44,6.93,1.24,
000976,春晖股份,运输设备,广东,56.07,2.35,3.47,1.63,0.48,
000761,本钢板材,钢加工,辽宁,19.07,1.52,4.72,6.34,2.3,4.04
300605,恒锋信息,软件服务,福建,105.11,6.0,11.58,18.31,1.03,5.8
002196,方正电机,纺织机械,浙江,52.37,,,5.17,,2.4
002139,拓邦股份,元器件,深圳,44.82,3.83,7.34,9.74,2.04,5.25
300525,博思软件,软件服务,福建,353.07,2.09,4.61,,-1.41,1.15
300650,太龙照明,电气设备,福建,85.85,5.96,,20.31,1.74,4.5
600862,中航高科,航空,江苏,38.84,,2.27,2.22,1.88,6.12
300516,久之洋,电器仪表,湖北,99.27,9.75,7.43,,1.94,
002171,楚江新材,铜,安徽,29.23,4.64,,10.69,2.55,5.28
300166,东方国信,软件服务,北京,74.65,2.8,,10.27,1.23,2.59
300663,科蓝软件,软件服务,北京,0.0,-9.13,,10.38,nan,
002495,佳隆股份,食品,广东,119.6,,2.73,2.93,0.55,1.59
600966,博汇纸业,造纸,山东,10.67,1.66,2.7,5.01,4.67,9.38
603883,老百姓,医药商业,湖南,35.19,,9.11,14.06,5.94,9.97
000717,韶钢松山,钢加工,广东,15.51,-95.15,,24.94,,82.91
603689,皖天然气,供气供热,安徽,42.36,4.68,,,2.44,
000550,江铃汽车,汽车整车,江西,16.71,,,10.74,,4.36
600052,浙江广厦,区域地产,浙江,69.36,,,21.3,0.95,
300647,超频三,元器件,深圳,70.74,9.89,,21.82,3.09,
002579,中京电子,元器件,广东,345.88,13.19,13.87,,,
300508,维宏股份,软件服务,上海,59.69,,10.87,,2.45,8.58
300619,金银河,专用机械,广东,94.17,10.13,,23.19,1.38,6.51
600730,中国高科,综合类,北京,33.81,-1.56,37.04,33.62,-0.05,3.67
603767,中马传动,汽车配件,浙江,52.69,6.12,,13.21,nan,
600686,金龙汽车,汽车整车,福建,126.44,,-2.69,-20.48,-1.5,
300606,金太阳,矿物制品,广东,54.23,8.41,12.53,18.07,,6.69
300375,鹏翎股份,汽车配件,天津,27.65,5.41,8.43,13.29,,5.05
002169,智光电气,电气设备,广东,41.53,5.57,,7.16,0.39,2.45
600362,江西铜业,铜,江西,39.48,1.03,2.13,1.7,,1.77
000975,银泰资源,铅锌,内蒙,76.31,2.41,4.45,5.93,0.5,2.71
000768,中航飞机,航空,陕西,286.48,,,,-0.57,
300476,胜宏科技,元器件,广东,48.63,7.4,12.26,17.4,3.11,
000957,中通客车,汽车整车,山东,73.24,12.78,19.53,24.74,,2.35
601811,新华文轩,出版业,四川,19.44,,6.49,,2.23,
002540,亚太科技,铝,江苏,26.53,5.18,7.19,10.49,2.37,4.95
002655,共达电声,元器件,山东,363.1,1.23,2.25,2.82,0.31,0.73
603721,中广天择,影视音像,湖南,46.98,,,12.8,,12.45
002692,睿康股份,电气设备,江苏,113.01,4.51,,6.41,1.06,
601369,陕鼓动力,机械基件,陕西,44.82,2.97,3.35,3.94,,2.16
601126,四方股份,电气设备,北京,113.4,,4.04,7.86,-0.5,
002702,海欣食品,食品,福建,0.0,,1.08,,,-2.23
600776,东方通信,通信设备,浙江,80.88,1.68,2.28,3.09,,
601699,潞安环能,煤炭开采,山西,13.89,0.29,0.5,4.75,2.72,
002155,湖南黄金,黄金,湖南,39.22,,,,,3.7
002891,中宠股份,饲料,山东,46.65,12.05,,23.42,,
300231,银信科技,软件服务,北京,35.81,11.02,16.7,21.39,,9.63
603663,三祥新材,矿物制品,福建,79.99,6.97,,12.3,2.34,5.4
002648,卫星石化,化工原料,浙江,19.18,0.49,3.13,9.48,8.28,13.49
603825,华扬联众,互联网,北京,103.5,0.15,,15.45,,4.2
600426,华鲁恒升,农药化肥,山东,18.05,6.43,,11.27,3.77,
002282,博深工具,轻工机械,河北,72.78,1.63,1.77,1.59,0.52,5.52
300682,朗新科技,软件服务,江苏,5948.85,-7.95,,15.4,0.0,
300312,邦讯技术,通信设备,北京,0.0,-3.35,,2.46,-1.69,
300563,神宇股份,通信设备,江苏,61.3,7.88,11.14,13.22,3.24,
600711,盛屯矿业,小金属,福建,34.67,1.4,3.0,4.81,2.32,5.39
603768,常青股份,汽车配件,安徽,47.99,11.95,,22.09,4.62,4.65
600121,*ST郑煤,煤炭开采,河南,8.58,-5.64,-4.2,-20.09,7.65,
600076,康欣新材,其他建材,山东,23.04,7.38,10.68,14.05,3.73,
600548,深高速,路桥,深圳,14.44,4.9,,9.35,2.71,5.72
300426,唐德影视,影视音像,浙江,88.29,,10.78,,0.88,
600348,阳泉煤业,煤炭开采,山西,11.79,0.57,0.84,3.14,,
002686,亿利达,专用机械,浙江,47.28,6.81,10.42,,1.69,
002797,第一创业,证券,深圳,118.37,3.48,5.76,7.39,0.79,
002888,惠威科技,元器件,广东,86.63,5.81,,15.67,nan,
603881,数据港,互联网,上海,89.21,10.72,15.56,20.78,3.55,7.47
300007,汉威科技,电器仪表,河南,48.59,,4.82,,1.34,
300561,汇金科技,软件服务,广东,51.23,21.19,24.11,27.99,,6.02
600151,航天机电,半导体,上海,0.0,,,4.13,-2.08,-3.31
000055,方大集团,其他建材,深圳,20.56,3.99,,38.83,,9.37
300333,兆日科技,元器件,深圳,117.27,1.76,2.56,2.26,0.92,1.99
002636,金安国纪,元器件,上海,24.15,,10.75,21.85,8.42,14.24
000795,英洛华,矿物制品,山西,91.88,,2.78,2.03,0.76,
002762,金发拉比,服饰,广东,75.76,3.42,5.78,,,3.42
600365,通葡股份,红黄药酒,吉林,1483.93,,0.15,,0.32,
002061,江山化工,化工原料,浙江,20.42,1.03,2.66,4.05,3.25,
002871,伟隆股份,机械基件,山东,49.05,7.61,,17.83,3.55,8.56
600859,王府井,百货,北京,13.05,4.53,5.91,7.1,1.81,5.23
300179,四方达,矿物制品,河南,44.09,1.17,1.95,3.98,,5.35
600255,梦舟股份,铜,安徽,634.73,-1.86,-2.52,5.77,,0.23
300014,亿纬锂能,元器件,广东,48.37,,,13.88,2.73,11.33
300690,双一科技,矿物制品,山东,45.33,13.86,,30.97,,13.01
600237,铜峰电子,元器件,安徽,316.0,-2.14,-4.45,-15.36,0.38,0.52
002405,四维图新,软件服务,北京,136.89,,,,1.78,2.59
300450,先导智能,专用机械,江苏,92.25,12.88,19.94,35.56,9.17,17.77
600496,精工钢构,钢加工,安徽,83.1,2.65,,3.0,,
600797,浙大网新,软件服务,浙江,49.47,1.69,7.1,10.98,,7.19
002616,长青集团,环境保护,广东,79.51,3.64,5.77,8.83,1.27,2.49
600123,兰花科创,煤炭开采,山西,10.86,-1.95,-2.54,-7.37,2.57,5.74
000993,闽东电力,水力发电,福建,32.87,5.21,7.7,1.74,0.12,3.73
002457,青龙管业,塑料,宁夏,0.0,,0.45,1.19,-0.34,-2.42
002368,太极股份,软件服务,北京,304.46,,3.01,,,0.81
603633,徕木股份,元器件,上海,65.86,5.15,,10.15,1.3,3.38
002513,蓝丰生化,农药化肥,江苏,34.57,,3.58,4.36,,
300443,金雷风电,专用机械,山东,28.41,9.38,12.66,,3.3,6.28
300353,东土科技,通信设备,北京,88.89,2.97,,7.62,0.47,2.09
600523,贵航股份,汽车配件,贵州,29.52,3.74,,8.53,,4.62
600808,马钢股份,普钢,安徽,10.89,2.42,,6.43,4.46,7.98
000708,大冶特钢,特种钢,湖北,16.57,4.1,5.97,8.13,1.74,5.0
600887,伊利股份,乳制品,内蒙,22.44,,20.91,26.58,7.24,14.3
002253,川大智胜,软件服务,四川,218.16,1.06,1.62,3.04,,1.06
300622,博士眼镜,其他商业,深圳,58.42,7.61,,16.53,,
000419,通程控股,百货,湖南,24.75,3.98,4.41,5.4,,4.04
600615,丰华股份,小金属,上海,14.98,1.6,,1.92,,18.94
002534,杭锅股份,专用机械,浙江,20.61,3.46,,7.59,3.69,7.96
300566,激智科技,元器件,浙江,90.67,7.37,16.2,,1.83,3.64
002063,远光软件,软件服务,广东,46.92,4.22,5.5,7.57,0.33,4.06
300429,强力新材,化工原料,江苏,42.01,8.89,13.66,15.27,3.04,7.43
600376,首开股份,区域地产,北京,47.42,4.29,4.61,7.52,,0.83
600150,中国船舶,船舶,上海,0.0,0.1,-2.52,-16.03,-0.48,-0.13
300167,迪威视讯,通信设备,深圳,1997.0,,,4.13,,0.15
002214,大立科技,电器仪表,浙江,112.1,1.77,2.99,3.43,0.18,1.76
600397,安源煤业,煤炭开采,江西,0.0,-7.47,-23.33,,-3.68,-1.36
300214,日科化学,化工原料,山东,43.42,3.33,4.97,5.94,,2.64
600521,华海药业,化学制药,浙江,39.35,6.82,10.18,12.71,3.14,6.51
600297,广汇汽车,汽车服务,辽宁,15.2,6.37,9.12,12.58,,8.16
600537,亿晶光电,半导体,浙江,106.29,,13.03,12.45,,
300613,富瀚微,半导体,上海,84.36,30.21,,52.71,,8.52
002315,焦点科技,互联网,江苏,100.89,1.0,2.36,5.8,,1.69
300658,延江股份,纺织,福建,39.35,25.72,,43.0,8.0,
600381,青海春天,医疗保健,青海,49.96,3.05,4.9,13.05,1.88,4.14
600416,湘电股份,电气设备,湖南,301.94,1.88,,,-0.58,0.31
300538,同益股份,批发业,深圳,176.01,8.6,,11.01,1.4,
600141,兴发集团,化工原料,湖北,45.51,0.71,1.61,1.88,0.53,1.67
300559,佳发安泰,软件服务,四川,65.1,11.64,15.35,19.45,0.3,3.95
300138,晨光生物,食品,河北,30.31,,,6.41,2.3,
300387,富邦股份,化工原料,湖北,27.13,6.77,9.89,,2.2,5.94
600078,澄星股份,化工原料,江苏,107.4,1.46,,,,
000702,正虹科技,饲料,湖南,0.0,,-0.95,0.45,,
002005,德豪润达,家用电器,广东,0.0,0.29,0.33,0.57,-1.63,-1.16
000937,冀中能源,煤炭开采,河北,21.99,0.05,0.44,1.32,1.52,
300621,维业股份,装修装饰,深圳,37.75,8.65,,13.11,1.97,7.98
002803,吉宏股份,广告包装,福建,105.03,,9.89,,2.05,4.41
002645,华宏科技,专用机械,江苏,50.93,2.18,3.23,4.14,0.79,2.52
300057,万顺股份,广告包装,广东,56.41,1.53,2.21,3.3,0.71,2.01
000682,东方电子,电气设备,山东,102.69,1.49,1.92,,0.53,1.65
600874,创业环保,环境保护,天津,49.35,5.3,8.09,9.71,2.52,5.31
600865,百大集团,百货,浙江,56.25,3.98,6.19,6.04,,2.04
002542,中化岩土,建筑施工,北京,108.55,2.99,5.5,9.17,,
002661,克明面业,食品,湖南,37.62,3.07,4.7,6.74,,3.19
002877,智能自控,电器仪表,江苏,73.22,7.33,,15.27,,6.03
002811,亚泰国际,装修装饰,深圳,69.05,7.05,,,,3.01
600592,龙溪股份,机械基件,福建,85.88,0.02,,3.07,,1.55
300308,中际装备,电气设备,山东,2631.19,0.97,0.67,,-0.8,
600801,华新水泥,水泥,湖北,14.66,0.08,1.66,4.61,0.95,
600367,红星发展,化工原料,贵州,59.43,2.75,2.72,4.37,1.23,3.59
300572,安车检测,电器仪表,深圳,45.4,9.47,14.24,16.61,1.33,
600691,阳煤化工,农药化肥,山西,49.38,-7.71,-17.86,,0.58,1.64
002345,潮宏基,服饰,广东,30.26,5.44,7.48,8.97,3.36,5.81
300123,太阳鸟,船舶,湖南,229.45,,1.01,1.78,,
300680,隆盛科技,汽车配件,江苏,84.74,8.0,,16.82,3.23,6.85
600111,北方稀土,小金属,内蒙,289.61,0.38,0.41,1.09,0.89,
000543,皖能电力,火力发电,安徽,0.0,5.84,,8.83,-0.36,-0.51
002248,*ST东数,机床制造,山东,0.0,,-14.19,-30.79,-4.34,
300668,杰恩设计,装修装饰,深圳,63.45,17.07,,37.18,7.64,18.04
000985,大庆华科,化工原料,黑龙江,106.87,1.98,,6.67,,3.12
300211,亿通科技,通信设备,江苏,484.13,1.37,1.67,0.76,0.36,0.55
002421,达实智能,软件服务,深圳,64.92,3.08,6.45,10.31,,3.63
000793,华闻传媒,出版业,海南,29.43,3.6,7.65,9.52,0.26,
002577,雷柏科技,电脑设备,深圳,192.83,1.17,,1.55,,1.39
002046,轴研科技,机械基件,河南,0.0,-2.8,-0.79,0.95,,-0.55
000823,超声电子,元器件,广东,41.05,1.96,3.86,6.41,,3.15
300113,顺网科技,互联网,浙江,29.71,13.86,20.86,,5.21,8.6
600259,广晟有色,小金属,海南,0.0,-20.99,-25.08,4.02,,
300486,东杰智能,专用机械,山西,64.56,,,-7.47,,4.26
600831,广电网络,影视音像,陕西,27.17,5.7,5.99,5.98,1.29,
002672,东江环保,环境保护,广东,32.11,7.13,12.86,17.65,,6.41
600305,恒顺醋业,食品,江苏,36.02,5.03,7.76,11.19,2.8,
600222,太龙药业,中成药,河南,811.17,,0.15,0.27,0.11,0.15
002251,步 步 高,超市连锁,湖南,28.3,3.45,3.51,2.64,2.43,3.33
000826,启迪桑德,环境保护,湖北,37.02,6.78,10.8,15.79,,5.26
600567,山鹰纸业,造纸,安徽,14.79,2.42,,4.98,,
002036,联创电子,元器件,浙江,74.35,,,,,5.05
002103,广博股份,文教休闲,浙江,51.3,2.36,,,1.42,
600335,国机汽车,汽车配件,天津,14.09,7.58,9.22,10.1,2.31,6.96
600105,永鼎股份,通信设备,江苏,29.99,5.08,,10.48,,5.09
300322,硕贝德,通信设备,广东,341.28,,12.45,12.46,0.51,1.33
600303,曙光股份,汽车整车,辽宁,9.78,3.38,1.0,,14.77,13.16
300402,宝色股份,专用机械,江苏,1089.39,-8.65,-13.24,,-1.68,0.26
002886,沃特股份,塑料,深圳,80.11,5.12,,16.77,,3.69
300212,易华录,软件服务,北京,65.91,3.15,,,1.05,
300274,阳光电源,电气设备,安徽,33.22,7.69,8.36,12.6,2.15,5.94
000611,天首发展,纺织,内蒙,0.0,-9.77,-13.98,2.67,-0.72,-2.24
002858,力盛赛车,文教休闲,上海,0.0,-2.43,,15.78,-3.63,
300224,正海磁材,元器件,山东,0.0,3.51,,8.9,0.19,
300205,天喻信息,元器件,湖北,88.83,3.12,2.75,1.79,0.6,
603730,岱美股份,汽车配件,上海,29.21,16.49,,33.02,8.96,17.4
600756,浪潮软件,软件服务,山东,243.77,,2.37,6.32,,
300232,洲明科技,半导体,深圳,35.39,,11.78,,3.21,
300475,聚隆科技,专用机械,安徽,56.61,4.68,,8.8,,2.55
300342,天银机电,元器件,江苏,34.66,7.39,10.45,15.62,,7.39
000687,华讯方舟,通信设备,河北,81.16,10.0,10.36,13.13,,
603331,百达精工,专用机械,浙江,40.54,8.54,,16.96,5.33,
002614,奥佳华,医疗保健,福建,52.78,2.18,6.25,10.36,,
002271,东方雨虹,其他建材,北京,33.85,8.72,16.63,,,9.38
000630,铜陵有色,铜,安徽,69.27,0.33,0.68,1.29,,
600391,航发科技,航空,四川,169.43,,2.32,2.48,,
300629,新劲刚,矿物制品,广东,220.26,3.88,,13.52,1.38,3.42
603969,银龙股份,其他建材,天津,57.78,2.99,6.48,9.37,1.99,3.89
002773,康弘药业,中成药,四川,72.53,6.92,11.86,18.41,,7.8
002078,太阳纸业,造纸,山东,13.68,,,,,10.42
300079,数码科技,通信设备,北京,66.12,,,6.96,1.39,1.68
000738,航发控制,航空,江苏,80.81,2.35,,4.32,0.74,
600596,新安股份,农药化肥,浙江,21.18,-0.4,,1.95,1.54,5.07
600892,大晟文化,影视音像,深圳,91.81,2.31,4.12,,0.46,2.06
603200,上海洗霸,环境保护,上海,54.32,7.8,,17.34,3.24,6.59
600652,游久游戏,互联网,上海,100.82,1.11,,5.52,,
002360,同德化工,化工原料,山西,47.98,3.35,5.31,8.37,1.07,3.44
300392,腾信股份,互联网,北京,478.68,2.81,-0.92,-41.96,-3.0,0.96
000800,一汽轿车,汽车整车,吉林,34.69,-10.0,-8.6,-11.64,2.08,3.46
603179,新泉股份,汽车配件,江苏,32.35,9.06,,21.14,8.84,11.59
600850,华东电脑,软件服务,上海,29.9,,,,,7.7
300263,隆华节能,专用机械,河南,149.39,0.76,,0.63,0.42,1.01
300383,光环新网,电信运营,北京,51.0,8.02,,7.77,,3.42
600854,春兰股份,家用电器,江苏,22.7,2.74,1.89,0.63,-0.4,
300457,赢合科技,专用机械,深圳,53.77,10.44,,21.72,,11.91
600287,江苏舜天,商贸代理,江苏,46.51,2.48,3.27,2.82,0.91,
000600,建投能源,火力发电,河北,44.41,10.6,14.4,13.41,,2.09
002861,瀛通通讯,通信设备,湖北,47.71,6.02,,20.07,,6.1
300470,日机密封,机械基件,四川,45.77,,7.24,,1.9,4.8
603589,口子窖,白酒,安徽,26.94,10.46,18.02,19.81,7.42,11.79
002142,宁波银行,银行,浙江,8.61,9.81,14.79,,5.12,
300126,锐奇股份,轻工机械,上海,909.99,0.82,,0.6,,0.14
300670,大烨智能,电气设备,江苏,72.91,8.88,,24.69,nan,
603040,新坐标,机械基件,浙江,48.05,8.92,13.68,21.82,,9.95
600428,中远海特,水运,广东,106.23,0.05,,0.56,0.12,
300052,中青宝,互联网,深圳,183.74,0.41,0.84,-5.11,0.35,1.07
600338,西藏珠峰,铅锌,西藏,28.02,23.29,52.56,66.21,21.81,39.26
600571,信雅达,软件服务,浙江,70.64,5.78,7.86,11.09,1.26,3.79
300311,任子行,软件服务,广东,76.42,,6.1,9.32,0.85,3.57
600973,宝胜股份,电气设备,江苏,52.35,2.7,5.4,,0.84,
000982,*ST 中绒,纺织,宁夏,0.0,-9.1,-10.07,-44.42,-8.29,-18.08
600971,恒源煤电,煤炭开采,安徽,9.33,1.0,2.09,0.63,4.9,
002327,富安娜,纺织,深圳,23.4,,10.26,15.74,,5.73
300652,雷迪克,汽车配件,浙江,39.29,12.79,,,5.86,
300410,正业科技,电器仪表,广东,48.38,3.08,4.77,9.18,1.67,
603496,恒为科技,电脑设备,上海,52.44,13.56,,25.37,25.49,
300129,泰胜风能,电气设备,上海,26.55,5.3,,10.67,,
300419,浩丰科技,软件服务,北京,75.02,2.18,3.16,4.47,1.08,2.09
603822,嘉澳环保,环境保护,浙江,98.8,3.52,5.26,7.78,,2.55
002237,恒邦股份,黄金,山东,27.43,2.99,5.19,5.39,1.83,5.03
002850,科达利,机械基件,深圳,66.05,13.6,,30.01,,5.32
002338,奥普光电,电器仪表,吉林,90.22,3.55,6.25,,1.76,3.42
600804,鹏博士,电信运营,四川,35.21,7.07,10.41,12.98,2.68,5.95
300275,梅安森,软件服务,重庆,53.82,-5.43,,,3.2,4.82
002725,跃岭股份,汽车配件,浙江,78.68,3.19,4.15,5.06,0.89,2.0
300051,三五互联,互联网,福建,75.39,,,6.38,1.6,3.13
002162,悦心健康,医疗保健,上海,208.65,,0.26,,,1.49
000554,泰山石油,石油贸易,山东,3071.77,0.13,,0.47,,
000780,*ST平能,煤炭开采,内蒙,19.97,-5.33,-9.35,-7.71,-0.55,3.25
600685,中船防务,船舶,广东,430.75,,0.06,0.69,0.18,0.42
600613,神奇制药,中成药,上海,55.92,3.61,,,0.9,2.46
300292,吴通控股,通信设备,江苏,43.64,5.3,,6.8,1.85,
