code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pe*eps),股价(pb*bvps),净资产收益(roe),20164,20171,20172,20173
600681,百川能源,供气供热,湖北,28.25,0.392,5.61,2.64,右边股价,14.810400000000001,19.858407079646017,32.94,,8.14,16.17
300488,恒锋工具,机械基件,浙江,39.31,0.73,4.49,8.41,右边股价,37.7609,11.422030017807174,,1.89,5.88,9.43
002492,恒基达鑫,仓储物流,广东,51.39,0.12,2.8,2.94,右边股价,8.232,5.4485308425763765,3.93,1.42,3.34,
000957,中通客车,汽车整车,山东,45.08,0.206,2.7,4.58,右边股价,12.366000000000001,5.989352262644188,24.74,,2.35,4.61
603919,金徽酒,白酒,甘肃,30.9,0.485,4.16,4.81,右边股价,20.0096,13.462783171521036,16.28,6.69,6.12,
000702,正虹科技,饲料,湖南,95.39,0.065,4.64,1.77,右边股价,8.2128,4.86424153475207,0.45,,,
600967,内蒙一机,运输设备,内蒙,48.82,0.19,2.74,4.5,右边股价,12.330000000000002,5.612453912331012,8.52,0.96,2.67,
300083,劲胜智能,元器件,广东,22.62,0.292,2.29,3.86,右边股价,8.8394,10.123784261715295,,2.84,,7.86
603557,起步股份,服饰,浙江,51.55,0.33,7.18,2.86,右边股价,20.534799999999997,13.928225024248304,19.97,,10.4,
600200,江苏吴中,综合类,江苏,68.68,0.141,3.13,4.12,右边股价,12.8956,4.557367501456027,nan,,2.23,3.46
600372,中航电子,航空,北京,90.91,0.125,4.31,3.53,右边股价,15.214299999999998,4.740952590474095,7.86,,,3.51
002474,榕基软件,软件服务,福建,183.27,0.041,4.36,2.28,右边股价,9.9408,2.3790036558083703,,0.77,1.47,
600236,桂冠电力,水力发电,广西,14.41,0.304,2.49,2.34,右边股价,5.8266,17.27966689798751,20.07,2.34,5.4,13.1
600079,人福医药,化学制药,湖北,10.39,1.46,2.09,9.49,右边股价,19.8341,20.115495668912416,9.09,,,19.78
601949,中国出版,出版业,北京,79.95,0.1,2.98,2.93,右边股价,8.7314,3.7273295809881173,14.39,,,3.4
600809,山西汾酒,白酒,山西,47.79,0.93,10.07,5.89,右边股价,59.3123,21.07135383971542,13.24,,12.98,
002171,楚江新材,铜,安徽,22.98,0.246,2.42,3.12,右边股价,7.5504,10.530896431679722,10.69,2.55,5.28,8.0
300120,经纬电材,电气设备,天津,119.41,0.084,4.39,3.03,右边股价,13.301699999999999,3.676409010970605,2.33,0.93,,
000679,大连友谊,百货,辽宁,384.93,0.016,2.15,3.77,右边股价,8.1055,0.5585431117346011,10.08,0.82,,0.41
601808,中海油服,石油开采,天津,0.0,-0.031,1.6,7.22,右边股价,11.552,,-27.98,,-1.06,-0.42
002105,信隆健康,文教休闲,深圳,47.13,0.119,5.25,1.43,右边股价,7.507499999999999,11.139401654996817,6.1,0.28,,8.72
002022,科华生物,医疗保健,上海,33.41,0.363,4.2,3.84,右边股价,16.128,12.571086501047592,13.2,2.35,6.61,9.57
000796,凯撒旅游,旅游服务,陕西,25.54,0.423,5.44,2.65,右边股价,14.416,21.29992169146437,,1.23,6.93,16.62
000560,昆百大Ａ,百货,云南,196.69,0.04,3.2,3.24,右边股价,10.368000000000002,1.6269256189943566,2.12,0.38,,1.22
002324,普利特,塑料,上海,32.84,0.591,3.13,8.27,右边股价,25.885099999999998,9.531059683313032,,3.07,5.73,
300528,幸福蓝海,影视音像,江苏,58.29,0.185,2.84,5.05,右边股价,14.341999999999999,4.872190770286498,,,,3.67
300040,九洲电气,电气设备,黑龙江,25.62,0.28600000000000003,1.81,5.38,右边股价,9.7378,7.0647931303669,,,,
002646,青青稞酒,白酒,青海,52.69,0.245,3.08,5.58,右边股价,17.1864,5.845511482254698,8.98,,4.2,4.41
000782,美达股份,化纤,广东,185.47,0.037000000000000005,4.1,2.24,右边股价,9.184,2.210600097050736,-6.69,,0.86,1.66
600156,华升股份,纺织,湖南,0.0,-0.12,3.83,1.64,右边股价,6.2812,,1.35,-2.22,-4.79,-7.09
600727,鲁北化工,农药化肥,山东,49.38,0.13,2.67,3.22,右边股价,8.5974,5.407047387606318,2.82,0.48,2.45,
002234,民和股份,农业综合,山东,0.0,-0.958,5.37,2.45,右边股价,13.156500000000001,,16.13,,-19.44,-32.68
600056,中国医药,医药商业,北京,22.28,0.924,3.86,7.11,右边股价,27.4446,17.32495511669659,,4.67,9.13,13.36
300231,银信科技,软件服务,北京,32.68,0.262,5.62,2.03,右边股价,11.4086,17.19706242350061,21.39,,9.63,13.56
300284,苏交科,建筑施工,江苏,25.17,0.54,2.87,6.16,右边股价,17.6792,11.402463249900675,13.36,1.85,4.9,9.51
603920,世运电路,元器件,广东,42.26,0.46,3.84,5.78,右边股价,22.1952,9.086606720302887,,5.26,7.14,
600382,广东明珠,商贸代理,广东,20.37,0.524,1.33,10.73,右边股价,14.270900000000001,6.529209621993127,6.14,1.35,,5.0
600814,杭州解百,百货,浙江,37.93,0.18,2.85,3.19,右边股价,9.0915,7.5138412865805435,9.42,1.92,,
603877,太平鸟,服饰,浙江,57.78,0.36,4.34,6.27,右边股价,27.211799999999997,7.511249567324334,,,3.23,5.78
300173,智慧松德,轻工机械,广东,84.45,0.09,3.57,2.85,右边股价,10.1745,4.227353463587922,4.61,0.08,,3.19
300506,名家汇,建筑施工,深圳,47.67,0.392,11.01,2.26,右边股价,24.882599999999996,23.096286972938955,20.53,3.35,,18.22
600322,天房发展,区域地产,天津,30.98,0.16399999999999998,1.73,3.93,右边股价,6.798900000000001,5.584247901872176,-8.66,,,4.27
600753,东方银星,批发业,河南,356.12,0.056,22.65,1.17,右边股价,26.500499999999995,6.360215657643491,1.86,-0.66,1.42,
300235,方直科技,软件服务,深圳,162.92,0.07,4.33,3.51,右边股价,15.1983,2.6577461330714462,,,-0.44,2.31
002329,皇氏集团,乳制品,广西,46.87,0.135,2.52,3.35,右边股价,8.442,5.376573501173459,,0.61,3.21,4.05
600486,扬农化工,农药化肥,江苏,26.33,1.3130000000000002,3.83,12.04,右边股价,46.1132,14.546145081655906,13.44,3.7,7.12,11.32
002566,益盛药业,中成药,吉林,57.07,0.133,1.88,5.39,右边股价,10.133199999999999,3.294200105134046,0.76,1.01,1.67,3.23
600141,兴发集团,化工原料,湖北,28.74,0.4,1.53,12.08,右边股价,18.482400000000002,5.323590814196242,1.88,0.53,1.67,4.04
300075,数字政通,软件服务,北京,75.13,0.179,3.83,4.68,右边股价,17.9244,5.097830427259417,9.52,0.79,4.4,4.91
300322,硕贝德,通信设备,广东,131.49,0.07,8.28,1.49,右边股价,12.3372,6.297056810403832,12.46,0.51,1.33,4.74
600419,天润乳业,乳制品,新疆,50.36,0.8340000000000001,7.03,7.96,右边股价,55.958800000000004,13.959491660047657,11.2,3.15,,11.06
002207,*ST准油,石油开采,新疆,35.91,0.187,5.48,1.63,右边股价,8.9324,15.260373155109999,,16.75,11.93,12.19
002523,天桥起重,工程机械,湖南,54.84,0.076,2.64,2.11,右边股价,5.5704,4.814004376367615,5.95,,2.26,4.12
002109,兴化股份,化工原料,陕西,31.74,0.185,1.68,4.64,右边股价,7.7951999999999995,5.293005671077505,0.73,1.81,3.15,
002140,东华科技,建筑施工,安徽,39.92,0.22,2.47,4.74,右边股价,11.7078,6.187374749498998,4.07,1.01,3.24,4.71
002298,中电鑫龙,软件服务,安徽,45.35,0.166,1.66,6.03,右边股价,10.0098,3.6604189636163174,,0.54,1.94,2.77
300367,东方网力,电脑设备,北京,60.63,0.192,3.96,3.92,右边股价,15.5232,6.531420089064819,,1.57,3.2,
002416,爱施德,电器连锁,深圳,30.41,0.259,2.05,5.12,右边股价,10.495999999999999,6.741203551463333,3.88,,2.95,5.02
300481,濮阳惠成,化工原料,河南,59.31,0.35,8.8,3.08,右边股价,27.104000000000003,14.837295565671894,14.72,,7.55,11.62
601069,西部黄金,黄金,新疆,0.0,-0.076,6.54,2.53,右边股价,16.5462,,7.66,,5.29,-2.93
600173,卧龙地产,全国地产,浙江,14.79,0.308,2.37,2.56,右边股价,6.067200000000001,16.024340770791078,4.89,1.78,5.25,
300374,恒通科技,其他建材,北京,68.54,0.229,4.82,4.34,右边股价,20.9188,7.032389845345783,,0.69,3.45,5.41
300281,金明精机,专用机械,广东,91.23,0.13,3.35,4.27,右边股价,14.304499999999999,3.6720377068946615,4.49,0.84,,4.06
000697,炼石有色,小金属,陕西,0.0,-0.343,11.24,2.25,右边股价,25.29,,,-1.3,-10.71,
603888,新华网,互联网,北京,63.85,0.329,5.51,5.09,右边股价,28.0459,8.629600626468285,,,4.41,6.83
603321,梅轮电梯,运输设备,浙江,53.69,0.27,4.6,3.22,右边股价,14.812,8.56770348295772,20.38,,8.75,12.26
600476,湘邮科技,软件服务,湖南,1041.3,0.015,16.72,1.24,右边股价,20.732799999999997,1.6056852011908191,,,0.69,1.21
300262,巴安水务,环境保护,上海,22.86,0.305,2.84,3.28,右边股价,9.315199999999999,12.42344706911636,13.53,,,9.73
002583,海能达,通信设备,深圳,558.44,0.029,8.08,2.71,右边股价,21.8968,1.4468877587565359,12.83,,0.39,1.08
002661,克明面业,食品,湖南,39.26,0.293,2.4,6.37,右边股价,15.288,6.113092205807438,6.74,,3.19,4.64
603880,南卫股份,医疗保健,江苏,61.87,0.51,6.46,5.25,右边股价,33.915,10.441247777598191,21.06,,,14.41
000721,西安饮食,酒店餐饮,陕西,0.0,-0.008,4.89,1.34,右边股价,6.5526,,,-1.26,-0.16,-0.59
603963,大理药业,化学制药,云南,67.12,0.52,7.62,4.58,右边股价,34.8996,11.35280095351609,,,,20.06
603603,博天环境,环境保护,北京,95.21,0.35,14.06,3.1,右边股价,43.586000000000006,14.767356370129189,17.42,2.37,,
000023,深天地Ａ,其他建材,深圳,70.28,0.244,7.63,3.0,右边股价,22.89,10.856573705179283,2.58,,4.87,8.41
300366,创意信息,软件服务,四川,66.21,0.14800000000000002,2.4,5.44,右边股价,13.056000000000001,3.6248300860897147,7.57,1.0,2.13,2.73
300170,汉得信息,软件服务,上海,37.16,0.23,4.26,2.68,右边股价,11.4168,11.463939720129172,12.72,2.24,6.05,9.12
002669,康达新材,化工原料,上海,78.68,0.212,3.13,7.11,右边股价,22.2543,3.9781392984239954,,1.46,,3.01
600131,岷江水电,水力发电,四川,44.99,0.118,3.3,2.14,右边股价,7.062,7.334963325183374,16.8,,3.53,5.52
000863,三湘印象,区域地产,上海,109.38,0.045,1.39,4.68,右边股价,6.505199999999999,1.270799049186323,,1.33,1.45,0.96
600129,太极集团,中成药,重庆,68.56,0.183,5.87,2.86,右边股价,16.7882,8.561843640606767,76.11,0.18,2.71,6.25
000502,绿景控股,医疗保健,广东,0.0,-0.314,15.52,0.83,右边股价,12.881599999999999,,16.36,-10.54,-20.26,-31.7
000561,烽火电子,通信设备,陕西,681.43,0.01,4.57,2.01,右边股价,9.185699999999999,0.6706484892065216,8.27,-1.77,1.43,
002364,中恒电气,电气设备,浙江,67.84,0.14300000000000002,3.06,4.21,右边股价,12.8826,4.51061320754717,9.96,1.31,2.55,3.42
601038,一拖股份,农用机械,河南,81.18,0.07400000000000001,1.65,4.89,右边股价,8.068499999999998,2.0325203252032518,4.69,,0.67,1.51
300058,蓝色光标,广告包装,北京,41.52,0.126,2.18,3.2,右边股价,6.976000000000001,5.250481695568401,13.09,1.34,4.47,4.1
300116,坚瑞沃能,专用机械,陕西,23.42,0.309,2.74,3.53,右边股价,9.6722,11.699402220324508,12.81,3.19,,9.16
603288,海天味业,食品,广东,42.73,0.94,13.48,3.97,右边股价,53.515600000000006,31.546922536859352,32.0,,18.19,
300409,道氏技术,陶瓷,广东,66.08,0.516,7.76,5.86,右边股价,45.473600000000005,11.743341404358354,9.32,,5.73,9.18
300027,华谊兄弟,影视音像,浙江,29.58,0.217,2.51,3.41,右边股价,8.559099999999999,8.485463150777552,8.45,-0.76,4.66,
300209,天泽信息,软件服务,江苏,73.93,0.249,3.51,6.98,右边股价,24.4998,4.747734343297713,6.33,0.29,,3.57
603369,今世缘,白酒,江苏,19.38,0.618,3.89,4.1,右边股价,15.949,20.072239422084625,17.6,8.02,13.26,15.85
300137,先河环保,环境保护,河北,61.11,0.274,5.1,4.38,右边股价,22.337999999999997,8.345606283750612,,0.95,3.27,
002011,盾安环境,工程机械,浙江,113.52,0.063,2.01,4.78,右边股价,9.6078,1.7706131078224099,1.93,0.87,1.47,1.31
002640,跨境通,服饰,山西,43.9,0.345,6.24,3.24,右边股价,20.2176,14.214123006833713,13.55,,7.2,11.14
600885,宏发股份,电气设备,湖北,30.07,1.097,6.05,7.27,右边股价,43.9835,20.119720651812436,18.13,4.76,8.52,12.08
002058,威 尔 泰,电器仪表,上海,0.0,-0.015,14.97,1.27,右边股价,19.0119,,2.83,,-2.49,-0.98
300134,大富科技,通信设备,深圳,0.0,-0.477,1.71,7.13,右边股价,12.1923,,3.72,,-1.53,-6.48
300295,三六五网,互联网,江苏,40.75,0.41,3.95,5.63,右边股价,22.238500000000002,9.693251533742332,11.17,1.6,4.58,7.41
601216,君正集团,化工原料,内蒙,20.8,0.191,2.94,1.8,右边股价,5.292,14.134615384615383,12.21,3.83,6.54,11.14
300290,荣科科技,软件服务,辽宁,197.3,0.036000000000000004,4.36,2.19,右边股价,9.5484,2.209832742017233,3.75,,1.96,
600469,风神股份,汽车配件,河南,0.0,-0.35700000000000004,1.76,3.9,右边股价,6.864,,3.78,,,-8.53
603779,威龙股份,红黄药酒,山东,90.23,0.171,5.15,4.0,右边股价,20.6,5.707636041227973,,1.94,,4.32
300066,三川智慧,电器仪表,江西,64.73,0.061,3.65,1.45,右边股价,5.2924999999999995,5.63880735362274,,,3.01,
002812,创新股份,广告包装,云南,134.12,0.76,11.59,11.55,右边股价,133.8645,8.641515061139279,17.16,1.42,4.08,6.29
603058,永吉股份,广告包装,贵州,117.5,0.138,11.11,1.94,右边股价,21.5534,9.45531914893617,16.71,3.13,5.13,7.27
300047,天源迪科,软件服务,深圳,109.67,0.09,2.17,5.59,右边股价,12.1303,1.978663262514817,7.17,0.06,0.57,1.66
300030,阳普医疗,医疗保健,广东,153.78,0.049,3.22,3.11,右边股价,10.0142,2.09390037716218,3.27,0.63,,1.58
002820,桂发祥,食品,天津,38.84,0.608,3.94,8.0,右边股价,31.52,10.144181256436662,19.35,3.13,4.97,7.77
002291,星期六,服饰,广东,130.91,0.048,1.8,4.65,右边股价,8.370000000000001,1.3749904514551983,,0.63,1.21,
600768,宁波富邦,铝,浙江,18.45,0.66,14.22,1.14,右边股价,16.2108,77.07317073170732,,-13.91,,81.36
600687,刚泰控股,黄金,甘肃,38.64,0.234,3.03,3.97,右边股价,12.0291,7.841614906832298,9.18,1.87,4.44,
300386,飞天诚信,软件服务,北京,97.38,0.129,4.42,3.79,右边股价,16.7518,4.538919696036147,,0.69,,3.41
300526,中潜股份,专用机械,广东,90.22,0.196,7.77,3.03,右边股价,23.543099999999995,8.612281090667258,9.77,1.83,,
002316,键桥通讯,软件服务,深圳,0.0,-0.131,5.87,2.05,右边股价,12.033499999999998,,0.3,-2.51,-4.83,-6.19
300048,合康新能,电气设备,北京,77.41,0.046,2.1,2.23,右边股价,4.683,2.7128278000258366,7.47,,1.77,
000158,常山北明,纺织,河北,178.14,0.04,2.71,3.47,右边股价,9.4037,1.5212754013697094,6.27,,0.89,1.14
600532,宏达矿业,普钢,上海,0.0,-0.092,3.61,3.6,右边股价,12.996,,6.2,-0.01,-1.32,-2.51
000915,山大华特,化学制药,山东,27.92,0.923,5.47,6.28,右边股价,34.3516,19.591690544412607,16.62,,10.81,
300175,朗源股份,食品,山东,53.59,0.109,4.68,1.66,右边股价,7.768799999999999,8.732972569509236,3.1,,5.65,6.23
300252,金信诺,电气设备,深圳,53.88,0.274,3.82,5.16,右边股价,19.711199999999998,7.0898292501855975,17.58,2.88,4.94,5.3
600865,百大集团,百货,浙江,45.29,0.155,2.01,4.64,右边股价,9.326399999999998,4.438065798189445,6.04,,2.04,3.37
300429,强力新材,化工原料,江苏,46.95,0.414,6.39,4.05,右边股价,25.879499999999997,13.610223642172523,15.27,3.04,7.43,10.55
002111,威海广泰,航空,山东,29.75,0.417,2.29,7.21,右边股价,16.5109,7.697478991596639,7.54,,4.01,5.86
002768,国恩股份,塑料,山东,33.28,0.5589999999999999,6.33,3.92,右边股价,24.8136,19.020432692307693,17.04,4.0,8.99,15.23
002447,壹桥股份,渔业,辽宁,88.28,0.048,3.0,1.89,右边股价,5.67,3.3982782057091074,11.78,0.41,,2.55
600547,山东黄金,黄金,山东,45.8,0.482,3.37,8.73,右边股价,29.4201,7.358078602620088,10.36,,3.93,5.63
300007,汉威科技,电器仪表,河南,47.54,0.252,3.45,4.62,右边股价,15.939000000000002,7.25704669751788,,1.34,,5.55
600555,海航创新,旅游服务,海南,0.0,-0.135,5.36,1.05,右边股价,5.628000000000001,,,,-6.0,-12.0
300475,聚隆科技,专用机械,安徽,47.65,0.258,2.8,5.85,右边股价,16.38,5.876180482686254,8.8,,2.55,
002325,洪涛股份,装修装饰,深圳,38.71,0.109,1.94,2.9,右边股价,5.6259999999999994,5.011624903125807,3.93,1.44,2.87,3.72
603103,横店影视,影视音像,浙江,40.36,0.6729999999999999,8.43,4.3,右边股价,36.248999999999995,20.887016848364716,,,,nan
603518,维格娜丝,服饰,江苏,45.19,0.37,2.19,10.25,右边股价,22.447499999999998,4.846204912591282,7.08,2.01,3.02,3.8
300070,碧水源,环境保护,北京,56.54,0.236,3.44,5.19,右边股价,17.8536,6.084188185355501,12.8,,3.37,4.64
002286,保龄宝,食品,山东,72.48,0.116,2.72,4.11,右边股价,11.179200000000002,3.7527593818984544,,0.93,2.38,2.82
600088,中视传媒,影视音像,上海,59.19,0.2,4.87,3.24,右边股价,15.778800000000002,8.227741172495355,,2.48,4.78,6.32
002658,雪迪龙,环境保护,北京,55.2,0.194,4.78,2.98,右边股价,14.2444,8.659420289855072,11.86,0.72,3.01,6.68
600896,览海投资,水运,海南,0.0,-0.16,3.18,2.56,右边股价,8.1408,,-23.53,-8.13,-7.75,
002458,益生股份,农业综合,山东,0.0,-0.5489999999999999,6.16,3.96,右边股价,24.3936,,49.32,0.23,-8.47,
000045,深纺织Ａ,纺织,深圳,131.89,0.067,2.5,4.68,右边股价,11.7,1.8955189931003111,,0.13,0.61,1.43
000661,长春高新,生物制药,吉林,47.52,2.863,7.26,24.99,右边股价,181.42739999999998,15.277777777777777,,3.62,7.15,12.02
002303,美盈森,造纸,深圳,37.8,0.161,2.95,2.74,右边股价,8.083000000000002,7.804232804232805,8.26,,,6.08
002331,皖通科技,软件服务,安徽,50.55,0.173,3.05,3.81,右边股价,11.6205,6.033630069238378,6.1,0.91,2.48,4.61
600815,*ST厦工,工程机械,福建,30.04,0.114,8.22,0.55,右边股价,4.521000000000001,27.363515312916117,-155.45,5.13,29.62,23.79
002846,英联股份,广告包装,广东,105.96,0.18600000000000005,9.78,2.69,右边股价,26.3082,9.229898074745186,21.09,,5.04,7.17
002374,丽鹏股份,建筑施工,山东,32.93,0.126,1.52,3.65,右边股价,5.548,4.615851806863043,6.51,,1.97,3.5
600483,福能股份,火力发电,福建,20.12,0.319,1.31,6.55,右边股价,8.5805,6.510934393638171,,1.98,,4.87
600148,长春一东,汽车配件,吉林,147.47,0.131,9.17,2.8,右边股价,25.676,6.218213874008273,3.3,2.87,,
002507,涪陵榨菜,食品,重庆,34.31,0.385,7.65,2.3,右边股价,17.595,22.29670649956281,,,10.46,17.93
000682,东方电子,电气设备,山东,105.8,0.036000000000000004,2.87,1.75,右边股价,5.0225,2.712665406427221,,0.53,1.65,2.1
603676,卫信康,化学制药,西藏,63.94,0.21,7.89,1.97,右边股价,15.543299999999999,12.339693462621208,25.01,,,13.68
300182,捷成股份,软件服务,北京,22.42,0.302,2.43,3.71,右边股价,9.0153,10.838537020517396,12.59,1.32,5.66,8.41
002096,南岭民爆,化工原料,湖南,78.87,0.091,1.74,5.48,右边股价,9.535200000000001,2.206162038798022,1.49,-0.86,,1.64
002246,北化股份,化工原料,四川,77.72,0.13,3.73,3.63,右边股价,13.5399,4.799279464745239,7.06,,,3.6
300154,瑞凌股份,元器件,深圳,37.32,0.151,2.17,3.46,右边股价,7.5081999999999995,5.814576634512326,4.77,,3.42,4.32
002828,贝肯能源,石油开采,新疆,57.51,0.41,4.06,7.64,右边股价,31.018399999999996,7.059641801425839,12.82,-1.07,,4.13
600548,深高速,路桥,深圳,12.78,0.555,1.54,6.15,右边股价,9.471,12.050078247261347,9.35,2.71,5.72,
600939,重庆建工,建筑施工,重庆,58.2,0.102,2.9,2.74,右边股价,7.946000000000001,4.982817869415808,6.92,,2.98,3.89
603767,中马传动,汽车配件,浙江,55.72,0.31,2.95,6.56,右边股价,19.352,5.294328786791098,13.21,nan,,5.47
002259,升达林业,家居用品,四川,317.95,0.016,3.13,2.22,右边股价,6.948600000000001,0.984431514389055,5.4,-0.52,0.53,0.74
002261,拓维信息,互联网,湖南,46.29,0.136,2.37,3.55,右边股价,8.413499999999999,5.119896305897602,5.78,1.83,3.37,3.94
600331,宏达股份,铅锌,四川,38.43,0.106,2.24,2.43,右边股价,5.443200000000001,5.828779599271403,,1.0,2.61,
002120,韵达股份,仓储物流,浙江,35.69,0.966,11.64,3.95,右边股价,45.978,32.614177640795745,,6.95,,
603043,广州酒家,食品,广东,33.91,0.54,5.75,3.87,右边股价,22.2525,16.95664995576526,30.66,,4.56,
002200,云投生态,环境保护,云南,0.0,-0.209,3.81,4.41,右边股价,16.8021,,4.01,-0.89,,
600698,湖南天雁,汽车配件,湖南,0.0,-0.01,11.75,0.67,右边股价,7.8725000000000005,,1.52,,0.87,-1.43
002697,红旗连锁,超市连锁,四川,44.35,0.1,3.5,1.68,右边股价,5.88,7.891770011273957,6.85,,4.42,6.04
300473,德尔股份,汽车配件,辽宁,42.15,0.88,3.26,15.02,右边股价,48.965199999999996,7.734282325029656,7.33,1.97,3.88,
603843,正平股份,建筑施工,青海,206.05,0.064,5.68,3.09,右边股价,17.551199999999998,2.756612472700801,10.16,-1.15,,2.08
300198,纳川股份,塑料,福建,139.45,0.034,4.05,1.56,右边股价,6.318,2.9042667622803875,,-0.9,,
603117,万林股份,仓储物流,江苏,47.27,0.177,2.29,4.88,右边股价,11.1752,4.844510260207319,4.83,0.88,,
000615,京汉股份,全国地产,湖北,0.0,-0.117,5.81,2.01,右边股价,11.678099999999999,,6.47,-1.25,,
600107,美尔雅,服饰,湖北,0.0,-0.018000000000000002,8.32,1.51,右边股价,12.5632,,0.9,,-0.54,
600091,ST明科,化工原料,内蒙,167.63,0.03,3.29,2.06,右边股价,6.7774,1.9626558491916721,1.7,1.96,,1.48
002320,海峡股份,水运,海南,35.49,0.419,2.82,7.03,右边股价,19.8246,7.945900253592561,,,5.09,6.07
002592,八菱科技,汽车配件,广西,48.84,0.363,3.19,7.43,右边股价,23.7017,6.531531531531531,6.31,,3.75,
000680,山推股份,工程机械,山东,77.48,0.051,1.99,2.66,右边股价,5.2934,2.568404749612803,1.36,,1.72,
002552,宝鼎科技,机械基件,浙江,0.0,-0.011,4.48,2.57,右边股价,11.5136,,-23.09,,-1.16,
603589,口子窖,白酒,安徽,25.84,1.5019999999999998,6.37,8.12,右边股价,51.724399999999996,24.651702786377708,19.81,7.42,11.79,
002553,南方轴承,汽车配件,江苏,40.94,0.184,5.09,1.98,右边股价,10.078199999999999,12.432828529555447,10.72,3.24,6.49,
600073,上海梅林,食品,上海,20.24,0.319,2.32,3.71,右边股价,8.607199999999999,11.462450592885375,8.32,5.58,8.32,8.97
300145,中金环境,专用机械,浙江,32.97,0.37,4.38,3.71,右边股价,16.2498,13.284804367606915,13.42,2.25,5.97,10.41
002708,光洋股份,汽车配件,江苏,143.24,0.04,2.36,3.24,右边股价,7.6464,1.6475844736107232,4.76,1.06,,
600592,龙溪股份,机械基件,福建,51.79,0.145,2.07,4.84,右边股价,10.018799999999999,3.996910600502027,3.07,,1.55,3.0
000151,中成股份,商贸代理,北京,52.97,0.222,4.76,3.29,右边股价,15.6604,8.986218614309987,,2.19,5.32,
600859,王府井,百货,北京,16.57,0.944,1.62,12.87,右边股价,20.8494,9.776704888352445,7.1,1.81,5.23,
600590,泰豪科技,电气设备,江西,51.14,0.181,2.18,5.64,右边股价,12.2952,4.262807978099335,3.38,0.64,1.76,3.11
600543,莫高股份,红黄药酒,甘肃,106.38,0.077,3.11,3.5,右边股价,10.885,2.92348185749201,1.85,,1.29,2.21
300181,佐力药业,中成药,浙江,59.27,0.084,2.96,2.24,右边股价,6.630400000000001,4.994094820313818,5.54,,3.59,
000572,海马汽车,汽车整车,海南,0.0,-0.038,1.15,4.52,右边股价,5.1979999999999995,,,,,-0.84
002138,顺络电子,元器件,深圳,47.3,0.34,4.16,4.77,右边股价,19.8432,8.79492600422833,,,6.31,8.76
300486,东杰智能,专用机械,山西,73.66,0.235,4.94,4.67,右边股价,23.0698,6.706489275047517,-7.47,,4.26,5.19
603797,联泰环保,环境保护,广东,80.99,0.24,4.82,4.69,右边股价,22.605800000000002,5.951352018767749,9.53,1.96,3.53,5.13
002700,新疆浩源,供气供热,新疆,66.65,0.121,4.85,2.22,右边股价,10.767,7.276819204801199,9.24,2.52,3.99,
000732,泰禾集团,区域地产,福建,10.98,1.148,0.95,17.7,右边股价,16.814999999999998,8.652094717668488,11.96,,5.0,7.68
600620,天宸股份,综合类,上海,101.42,0.093,3.45,3.64,右边股价,12.558000000000002,3.4016959179648985,1.41,,2.35,2.45
000032,深桑达Ａ,元器件,深圳,81.87,0.107,3.34,3.49,右边股价,11.656600000000001,4.0796384512031265,4.32,,1.75,3.1
600499,科达洁能,专用机械,广东,35.3,0.287,4.56,2.96,右边股价,13.497599999999998,12.91784702549575,7.24,4.36,6.67,
603926,铁流股份,汽车配件,浙江,33.83,0.86,3.5,9.57,右边股价,33.495000000000005,10.345846881466155,24.65,5.35,,11.24
002509,天广中茂,专用机械,福建,44.06,0.166,5.0,1.95,右边股价,9.75,11.348161597821152,,1.2,,8.84
002494,华斯股份,服饰,河北,197.55,0.042,2.14,5.2,右边股价,11.128000000000002,1.0832700582131105,1.0,0.45,0.56,0.81
002454,松芝股份,汽车配件,上海,24.18,0.388,1.82,6.86,右边股价,12.4852,7.526881720430108,8.91,,4.03,5.71
000882,华联股份,百货,北京,223.08,0.011,1.14,2.84,右边股价,3.2375999999999996,0.5110274341043571,,,0.43,
300397,天和防务,通信设备,陕西,146.67,0.118,4.7,4.93,右边股价,23.171,3.204472625622145,-5.94,1.14,,2.43
002581,未名医药,生物制药,山东,36.98,0.413,4.9,4.16,右边股价,20.384000000000004,13.250405624661981,,3.08,6.91,
002256,兆新股份,染料涂料,深圳,78.73,0.048,4.32,1.18,右边股价,5.0976,5.487107836910961,7.57,,,
600769,祥龙电业,建筑施工,湖北,457.31,0.012,56.65,0.13,右边股价,7.3645000000000005,12.387658262447793,4.13,2.34,5.77,9.74
600301,ST南化,化工原料,广西,0.0,-0.008,7.71,1.14,右边股价,8.789399999999999,,2.33,-0.88,,-0.7
000533,万 家 乐,家用电器,广东,208.92,0.035,4.26,2.27,右边股价,9.6702,2.039058012636416,15.26,,1.16,1.52
002543,万和电气,家用电器,广东,26.52,0.625,3.38,6.54,右边股价,22.1052,12.745098039215687,14.2,4.22,7.05,
002212,南洋股份,电气设备,广东,540.84,0.029,3.18,6.65,右边股价,21.147000000000002,0.5879742622587086,,,,0.51
600035,楚天高速,路桥,湖北,14.84,0.29,1.61,3.42,右边股价,5.506200000000001,10.849056603773585,,,,8.8
603599,广信股份,农药化肥,安徽,18.15,0.759,2.59,7.11,右边股价,18.4149,14.269972451790634,7.82,,,11.27
