code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pe*eps),股价(pb*bvps),净资产收益(roe),20164,20171,20172,20173
300530,达志科技,化工原料,广东,56.38,0.626,6.86,6.86,右边股价,47.0596,12.167435260730755,,2.44,6.07,9.09
601858,中国科传,出版业,北京,45.5,0.197,3.12,3.83,右边股价,11.9496,6.857142857142857,13.83,,,
300692,中环环保,环境保护,安徽,104.41,0.42,7.04,6.39,右边股价,44.9856,6.742649171535294,10.9,,4.12,7.08
300553,集智股份,电器仪表,浙江,102.73,0.3720000000000001,7.7,6.62,右边股价,50.974000000000004,7.495376228949674,14.54,1.52,4.11,
000798,中水渔业,渔业,北京,25.23,0.268,3.67,2.46,右边股价,9.0282,14.546175188267934,,-0.66,0.38,
300354,东华测试,电器仪表,江苏,1136.34,0.01,6.03,2.5,右边股价,15.075000000000001,0.5306510375415809,0.58,-1.25,0.06,0.4
300652,雷迪克,汽车配件,浙江,44.46,0.72,5.07,7.22,右边股价,36.6054,11.403508771929824,,5.86,,12.43
002786,银宝山新,专用机械,深圳,72.6,0.127,4.29,2.85,右边股价,12.2265,5.909090909090909,,0.77,2.86,4.51
601328,交通银行,银行,上海,6.27,0.7,0.76,8.06,右边股价,6.1256,12.121212121212123,12.22,3.03,6.4,8.91
000978,桂林旅游,旅游景点,广西,35.74,0.193,2.17,4.25,右边股价,9.2225,6.071628427532176,0.5,-0.1,1.97,
000609,绵石投资,区域地产,北京,22.66,0.42,2.38,5.21,右边股价,12.399799999999999,10.503089143865843,9.83,,,8.1
300630,普利制药,化学制药,海南,93.98,0.54,11.27,5.51,右边股价,62.097699999999996,11.991913173015535,25.21,3.33,6.51,10.04
002461,珠江啤酒,啤酒,广东,60.17,0.17,1.73,7.17,右边股价,12.4041,2.8751869702509554,3.3,0.34,2.34,4.74
002391,长青股份,农药化肥,江苏,25.73,0.456,1.88,8.3,右边股价,15.604000000000001,7.306645938593082,5.61,1.51,,5.51
000011,深物业A,区域地产,深圳,14.64,0.967,3.91,4.83,右边股价,18.8853,26.707650273224044,,,,21.84
600081,东风科技,汽车配件,上海,23.64,0.4,3.2,3.95,右边股价,12.64,13.536379018612521,,3.26,6.93,
600746,江苏索普,化工原料,江苏,31.97,0.223,5.86,1.62,右边股价,9.493200000000002,18.3296840788239,5.09,10.16,12.89,14.42
601599,鹿港文化,影视音像,江苏,43.93,0.109,2.1,3.02,右边股价,6.3420000000000005,4.780332346915547,7.32,,,
000546,金圆股份,水泥,吉林,40.05,0.41,4.12,4.64,右边股价,19.116799999999998,10.287141073657928,15.2,-1.77,,10.55
300325,德威新材,塑料,江苏,136.9,0.035,4.31,1.48,右边股价,6.378799999999999,3.1482834185536883,5.93,0.66,0.69,2.37
600826,兰生股份,商贸代理,上海,51.34,0.236,1.91,8.48,右边股价,16.1968,3.7202960654460457,23.75,,,2.68
002869,金溢科技,通信设备,深圳,60.13,0.56,4.53,8.59,右边股价,38.9127,7.5336770330949605,31.96,9.51,10.55,8.37
300094,国联水产,渔业,广东,34.1,0.14300000000000002,2.67,2.44,右边股价,6.514799999999999,7.82991202346041,,1.01,,
002393,力生制药,化学制药,天津,49.8,0.5479999999999999,2.17,16.78,右边股价,36.412600000000005,4.357429718875502,3.87,1.34,2.57,
002411,必康股份,化学制药,江苏,49.18,0.405,4.62,5.75,右边股价,26.565,9.39406262708418,,1.98,5.34,9.74
600594,益佰制药,中成药,贵州,24.96,0.399,2.5,5.31,右边股价,13.274999999999999,10.01602564102564,10.27,2.53,4.56,7.72
600271,航天信息,电脑设备,北京,24.89,0.61,3.77,5.3,右边股价,19.980999999999998,15.146645239051828,17.97,4.15,6.11,
002016,世荣兆业,区域地产,广东,15.38,0.488,4.31,2.32,右边股价,9.999199999999998,28.02340702210663,5.37,0.54,-0.64,
603129,春风动力,摩托车,浙江,43.47,0.79,5.53,6.64,右边股价,36.7192,12.721417069243156,25.42,7.36,,
600623,华谊集团,汽车配件,上海,41.51,0.182,1.29,7.79,右边股价,10.049100000000001,3.1076848952059746,2.59,1.53,1.96,2.34
002206,海 利 得,化纤,浙江,24.02,0.21,2.93,2.29,右边股价,6.709700000000001,12.198168193172357,,,5.98,9.16
002825,纳尔股份,化工原料,上海,90.0,0.252,5.34,5.67,右边股价,30.2778,5.933333333333334,,,3.43,4.51
300005,探路者,服饰,北京,55.63,0.091,2.22,3.04,右边股价,6.748800000000001,3.9906525256156753,7.51,,2.87,2.95
600340,华夏幸福,区域地产,河北,10.87,2.02,3.35,9.12,右边股价,30.552,30.81876724931003,29.54,6.07,,22.81
000048,康达尔,饲料,深圳,0.0,-0.12,13.6,1.75,右边股价,23.8,,0.82,-2.56,,-6.61
600308,华泰股份,造纸,山东,12.37,0.414,1.15,5.94,右边股价,6.8309999999999995,9.29668552950687,2.83,1.88,4.44,
603023,威帝股份,汽车配件,黑龙江,83.71,0.092,7.02,1.46,右边股价,10.249199999999998,8.38609485127225,18.38,2.24,3.95,6.21
002394,联发股份,纺织,江苏,15.23,0.6779999999999999,1.5,9.18,右边股价,13.77,9.848982271831911,,2.08,4.81,7.51
002725,跃岭股份,汽车配件,浙江,101.43,0.127,3.02,5.71,右边股价,17.2442,2.9774228531992506,5.06,0.89,2.0,2.24
002270,华明装备,电气设备,山东,26.79,0.29100000000000004,2.6,3.99,右边股价,10.374,9.705113848450916,13.39,1.73,,7.56
600317,营口港,港口,辽宁,41.45,0.063,2.1,1.65,右边股价,3.465,5.066344993968636,4.83,,2.41,3.82
002160,常铝股份,铝,江苏,34.37,0.153,1.57,4.45,右边股价,6.9865,4.567937154495199,5.43,0.69,,3.41
300002,神州泰岳,软件服务,北京,0.0,-0.019,2.8,2.53,右边股价,7.083999999999999,,,0.37,,-0.73
300509,新美星,专用机械,江苏,55.05,0.436,4.43,7.22,右边股价,31.984599999999997,8.047229791099001,12.26,2.03,,6.06
002751,易尚展示,家居用品,深圳,149.05,0.215,11.77,3.63,右边股价,42.7251,7.8966789667896675,3.44,0.32,,
600098,广州发展,火力发电,广东,24.66,0.217,1.22,5.85,右边股价,7.137,4.947283049472831,4.51,,2.31,3.83
601288,农业银行,银行,北京,5.54,0.493,0.89,4.08,右边股价,3.6312,16.064981949458485,15.14,,,12.26
601766,中国中车,运输设备,北京,34.58,0.237,2.67,4.1,右边股价,10.947,7.721226142278774,11.21,1.02,,5.83
600021,上海电力,火力发电,上海,48.25,0.171,2.3,4.79,右边股价,11.017,4.766839378238341,8.77,0.71,1.59,3.53
600622,光大嘉宝,区域地产,上海,36.84,0.377,3.13,5.91,右边股价,18.4983,8.496199782844734,,2.76,,6.44
000402,金 融 街,全国地产,北京,17.26,0.483,1.19,9.37,右边股价,11.150299999999998,6.8945538818076475,10.6,,3.81,5.19
603385,惠达卫浴,家居用品,河北,31.18,0.626,2.51,10.37,右边股价,26.028699999999997,8.050032071840922,10.94,,4.51,7.27
600676,交运股份,公共交通,上海,26.4,0.213,1.42,5.29,右边股价,7.5118,5.378787878787879,7.84,1.57,3.08,4.06
300115,长盈精密,元器件,深圳,37.91,0.598,6.23,4.85,右边股价,30.2155,16.433658665259827,18.76,4.96,8.62,12.97
600655,豫园股份,百货,上海,25.87,0.332,1.49,7.67,右边股价,11.4283,5.759567066099729,4.97,1.84,3.03,4.42
601200,上海环境,环境保护,上海,29.98,0.675,3.53,7.64,右边股价,26.969199999999997,11.774516344229486,9.98,,,9.24
000617,中油资本,多元金融,山东,21.0,0.5529999999999999,1.99,7.79,右边股价,15.5021,9.476190476190476,10.72,,5.32,
603788,宁波高发,汽车配件,浙江,28.31,1.2,3.63,10.71,右边股价,38.877300000000005,12.822324267043449,20.72,7.03,13.56,
000659,*ST中富,广告包装,广东,91.15,0.032,9.61,0.41,右边股价,3.9400999999999997,10.54306088864509,-75.3,-2.28,2.13,8.28
300469,信息发展,软件服务,上海,1454.62,0.024,7.09,6.68,右边股价,47.3612,0.48741252010834446,7.79,-4.71,-2.32,0.36
002715,登云股份,汽车配件,广东,340.5,0.07,6.2,5.12,右边股价,31.744000000000003,1.8208516886930983,1.83,0.47,,
600482,中国动力,电气设备,河北,45.22,0.47,1.9,14.77,右边股价,28.063,4.201680672268908,5.9,0.89,2.2,3.17
603833,欧派家居,家居用品,广东,42.76,2.34,8.78,14.57,右边股价,127.9246,20.533208606173993,39.45,1.9,9.76,
600112,*ST天成,电气设备,贵州,183.05,0.033,3.46,2.32,右边股价,8.027199999999999,1.8901939360830373,,2.28,2.58,1.45
002376,新北洋,电脑设备,山东,29.98,0.303,3.09,3.93,右边股价,12.143699999999999,10.306871247498332,10.55,2.6,5.46,7.82
000860,顺鑫农业,白酒,北京,31.93,0.477,1.67,12.15,右边股价,20.290499999999998,5.230191042906358,7.09,,,3.97
002302,西部建设,水泥,新疆,126.98,0.096,3.89,4.19,右边股价,16.299100000000003,3.063474562923295,7.64,,-0.43,
600977,中国电影,影视音像,北京,32.34,0.379,3.02,5.41,右边股价,16.3382,9.338280766852195,13.87,,5.96,7.04
600017,日照港,港口,山东,28.18,0.109,1.19,3.45,右边股价,4.1055,4.222853087295954,1.73,1.04,2.18,3.22
000069,华侨城Ａ,旅游景点,深圳,10.97,0.5770000000000001,1.44,5.85,右边股价,8.424,13.126709206927984,16.84,,3.85,10.23
601231,环旭电子,元器件,上海,32.27,0.396,4.53,3.76,右边股价,17.0328,14.037806011775642,11.27,,7.17,
002147,新光圆成,区域地产,安徽,357.34,0.027000000000000003,3.49,3.67,右边股价,12.808300000000001,0.9766608831924778,,0.3,0.5,
300246,宝莱特,医疗保健,广东,50.35,0.384,7.42,3.47,右边股价,25.747400000000003,14.736842105263158,14.66,3.62,,
600183,生益科技,元器件,广东,23.34,0.56,4.6,3.75,右边股价,17.25,19.708654670094255,15.65,5.47,10.45,15.44
000417,合肥百货,百货,安徽,19.96,0.324,1.82,4.75,右边股价,8.645,9.118236472945892,8.16,3.09,4.82,
600980,北矿科技,元器件,北京,63.93,0.203,4.78,3.62,右边股价,17.303600000000003,7.476927889879556,7.38,0.77,2.93,
600425,*ST青松,水泥,新疆,1843.17,0.002,1.49,2.9,右边股价,4.321,0.08083898934987006,-13.43,-3.92,-3.12,0.17
002542,中化岩土,建筑施工,北京,85.23,0.077,4.66,1.87,右边股价,8.7142,5.467558371465446,9.17,,,
000905,厦门港务,港口,福建,56.45,0.17600000000000002,2.65,5.01,右边股价,13.276499999999999,4.694419840566873,6.56,,2.43,3.56
000813,德展健康,化学制药,新疆,23.75,0.28300000000000003,4.57,1.96,右边股价,8.9572,19.242105263157896,35.71,,,15.57
300138,晨光生物,食品,河北,32.02,0.316,3.11,4.34,右边股价,13.497399999999999,9.712679575265458,6.41,2.3,,7.47
601238,广汽集团,汽车整车,广东,15.13,1.38,3.49,7.95,右边股价,27.745500000000003,23.06675479180436,15.39,8.35,,18.14
002836,新宏泽,广告包装,广东,116.5,0.179,10.92,2.55,右边股价,27.845999999999997,9.373390557939913,19.83,2.73,4.6,7.19
002903,宇环数控,机床制造,湖南,67.43,0.9,13.82,4.38,右边股价,60.5316,20.495328488803203,,,,21.9
603168,莎普爱思,化学制药,浙江,31.07,0.564,3.49,6.69,右边股价,23.348100000000002,11.232700354039267,27.63,3.09,5.09,8.55
002433,太安堂,中成药,广东,26.47,0.267,1.51,6.27,右边股价,9.467699999999999,5.704571212693615,5.38,1.08,2.42,4.35
300515,三德科技,电器仪表,湖南,105.91,0.103,6.46,2.24,右边股价,14.470400000000001,6.099518459069021,10.3,,2.84,4.48
000916,华北高速,路桥,北京,28.31,0.258,2.2,4.41,右边股价,9.702000000000002,7.77110561638997,6.58,1.31,3.68,5.92
600582,天地科技,工程机械,北京,33.01,0.111,1.41,3.47,右边股价,4.8927,4.2714328991214785,6.82,0.08,,3.23
000802,北京文化,旅游服务,北京,424.61,0.026,2.45,6.03,右边股价,14.773500000000002,0.5770000706530699,16.19,0.11,0.88,0.43
603696,安记食品,食品,福建,135.01,0.219,6.7,5.89,右边股价,39.463,4.962595363306422,5.97,1.35,2.43,
600626,申达股份,纺织,上海,43.88,0.16899999999999998,2.76,3.58,右边股价,9.880799999999999,6.289881494986326,8.11,1.54,,4.78
600706,曲江文旅,旅游服务,陕西,33.51,0.444,3.68,5.38,右边股价,19.7984,10.981796478663087,6.21,3.21,5.56,8.6
000969,安泰科技,钢加工,北京,125.22,0.059,2.22,4.47,右边股价,9.9234,1.772879731672257,,0.06,0.45,1.33
002448,中原内配,汽车配件,河南,20.95,0.358,2.53,3.95,右边股价,9.9935,12.0763723150358,10.22,2.71,5.9,
600038,中直股份,航空,黑龙江,73.61,0.46,3.79,11.91,右边股价,45.1389,5.1487569623692435,,,2.22,3.92
002064,华峰氨纶,化纤,浙江,22.53,0.16699999999999998,2.56,1.97,右边股价,5.0432,11.362627607634264,-9.53,,6.19,8.9
002245,澳洋顺昌,仓储物流,江苏,29.17,0.26,4.44,2.28,右边股价,10.1232,15.221117586561537,11.61,3.03,7.31,12.26
600894,广日股份,运输设备,广东,17.93,0.4270000000000001,1.29,7.92,右边股价,10.216800000000001,7.194645844952594,,1.4,3.62,5.35
002535,林州重机,工程机械,河南,98.72,0.039,1.38,3.72,右边股价,5.1335999999999995,1.3978930307941653,,,0.69,1.06
603106,恒银金融,电脑设备,天津,53.05,0.59,5.61,5.56,右边股价,31.1916,10.574929311969841,21.78,,11.5,
000715,中兴商业,百货,辽宁,41.54,0.188,2.32,4.47,右边股价,10.370399999999998,5.584978334135772,7.49,1.31,2.82,4.24
300144,宋城演艺,旅游景点,浙江,24.94,0.632,4.24,4.95,右边股价,20.988000000000003,17.000801924619086,15.07,,7.9,13.52
603918,金桥信息,软件服务,上海,450.44,0.035,7.79,2.7,右边股价,21.033,1.729420122546843,,-0.78,0.2,1.26
000014,沙河股份,全国地产,深圳,546.37,0.022,4.39,3.66,右边股价,16.0674,0.8034848179804893,,,0.54,0.56
600611,大众交通,公共交通,上海,16.72,0.24,1.35,3.98,右边股价,5.373,8.074162679425838,6.29,1.99,,6.09
600834,申通地铁,公共交通,上海,59.84,0.135,3.47,3.1,右边股价,10.757000000000001,5.79879679144385,3.65,1.7,,4.41
601882,海天精工,机床制造,浙江,83.86,0.14400000000000002,7.41,2.18,右边股价,16.1538,8.836155497257334,6.33,1.02,4.43,
600352,浙江龙盛,染料涂料,浙江,14.06,0.5760000000000001,2.14,5.05,右边股价,10.807,15.220483641536273,13.76,3.15,6.28,11.45
600285,羚锐制药,中成药,河南,25.27,0.321,2.93,3.69,右边股价,10.8117,11.594776414721013,16.74,3.24,6.22,8.73
002193,如意集团,纺织,山东,96.32,0.127,1.71,9.53,右边股价,16.2963,1.7753322259136215,2.16,0.2,,1.34
000025,特 力Ａ,汽车服务,深圳,238.81,0.13699999999999998,13.8,3.15,右边股价,43.47,5.778652485239312,3.08,,,4.43
601002,晋亿实业,机械基件,浙江,48.12,0.17,3.51,3.1,右边股价,10.881,7.29426433915212,3.12,,3.47,5.63
300433,蓝思科技,元器件,湖南,83.94,0.341,6.81,5.61,右边股价,38.2041,8.112937812723374,,1.56,2.31,
002630,华西能源,专用机械,四川,54.66,0.15,2.55,4.3,右边股价,10.964999999999998,4.6652030735455545,6.84,,3.01,3.96
600697,欧亚集团,百货,吉林,15.79,1.315,1.54,17.93,右边股价,27.6122,9.753008233058898,,,6.08,
600895,张江高科,园区开发,上海,48.96,0.255,3.07,5.41,右边股价,16.6087,6.270424836601307,9.18,,,4.72
300435,中泰股份,机械基件,浙江,63.75,0.197,5.6,2.99,右边股价,16.744,8.784313725490197,8.53,2.18,4.84,6.83
002444,巨星科技,轻工机械,浙江,31.88,0.395,3.09,5.43,右边股价,16.778699999999997,9.692597239648682,11.92,1.86,4.38,7.34
600439,瑞贝卡,服饰,河南,30.44,0.139,2.63,2.14,右边股价,5.6282000000000005,8.639947437582128,7.14,1.84,4.43,6.57
000605,渤海股份,水务,北京,63.37,0.27,2.85,7.9,右边股价,22.515,4.497396244279628,4.15,0.45,,
300653,正海生物,医疗保健,山东,70.09,0.56,7.85,5.75,右边股价,45.137499999999996,11.19988586103581,22.49,3.35,7.7,11.59
603116,红蜻蜓,服饰,浙江,20.69,0.64,2.11,8.18,右边股价,17.2598,10.198163363943934,,,5.32,7.98
300249,依米康,专用机械,四川,106.73,0.081,7.42,1.56,右边股价,11.5752,6.9521221774571345,,-1.13,2.5,5.24
000501,鄂武商Ａ,百货,湖北,11.46,1.17,1.97,8.84,右边股价,17.4148,17.190226876090748,18.52,4.59,10.29,13.53
600114,东睦股份,机械基件,浙江,27.44,0.5,3.13,5.62,右边股价,17.5906,11.4067055393586,,2.52,6.42,8.93
002741,光华科技,化工原料,广东,70.12,0.19,6.12,2.91,右边股价,17.8092,8.727895037079293,,1.1,5.84,8.15
000595,*ST宝实,机械基件,宁夏,144.81,0.031,6.69,0.9,右边股价,6.021000000000001,4.619846695670188,,0.78,,3.51
300334,津膜科技,专用机械,天津,4359.37,0.003,3.79,4.79,右边股价,18.1541,0.08693916781553299,3.63,,-1.61,
000800,一汽轿车,汽车整车,吉林,51.18,0.179,2.49,4.91,右边股价,12.225900000000001,4.8651817116060965,-11.64,2.08,3.46,3.71
300194,福安药业,化学制药,重庆,23.35,0.199,1.8,3.45,右边股价,6.210000000000001,7.708779443254818,7.72,2.25,4.49,5.86
000929,兰州黄河,啤酒,甘肃,81.54,0.115,3.15,3.97,右边股价,12.5055,3.8631346578366443,,2.39,0.97,2.89
601118,海南橡胶,橡胶,海南,1297.34,0.004,3.08,2.05,右边股价,6.313999999999999,0.23740885195862305,0.76,0.17,-1.55,
002561,徐家汇,百货,上海,24.3,0.393,2.55,4.99,右边股价,12.724499999999999,10.493827160493826,12.07,,5.49,7.87
603005,晶方科技,半导体,江苏,85.92,0.29,4.25,7.49,右边股价,31.8325,4.946461824953445,3.18,,3.1,3.77
002254,泰和新材,化纤,山东,84.96,0.113,3.92,3.28,右边股价,12.8576,4.613935969868174,,1.39,3.04,3.44
600461,洪城水业,水务,江西,18.27,0.264,1.62,3.98,右边股价,6.4476,8.866995073891626,8.28,1.61,3.97,6.55
002734,利民股份,农药化肥,江苏,28.66,0.6759999999999999,2.59,9.98,右边股价,25.8482,9.03698534542917,12.18,3.14,4.91,6.91
600729,重庆百货,百货,重庆,15.72,1.234,2.14,12.11,右边股价,25.9154,13.61323155216285,8.98,7.54,9.56,10.4
300269,联建光电,半导体,深圳,25.93,0.563,2.23,8.72,右边股价,19.445600000000002,8.600077130736599,9.15,1.36,3.41,6.3
600104,上汽集团,汽车整车,上海,11.56,2.12,1.76,18.45,右边股价,32.472,15.224913494809687,17.53,4.0,,11.69
300103,达刚路机,工程机械,陕西,105.47,0.139,4.74,4.12,右边股价,19.5288,4.494168957997535,2.8,0.67,,
600380,健康元,化学制药,深圳,7.8,1.3,2.85,4.7,右边股价,13.395000000000001,36.53846153846154,9.31,3.5,5.9,31.95
000403,ST生化,生物制药,山西,117.0,0.215,14.93,2.25,右边股价,33.5925,12.760683760683762,10.22,3.5,7.83,10.18
601158,重庆水务,水务,重庆,16.17,0.312,2.37,2.84,右边股价,6.7308,14.656771799628942,,4.08,7.47,
002285,世联行,房产服务,深圳,39.08,0.26,6.06,2.24,右边股价,13.5744,15.506653019447288,19.47,2.19,6.7,12.22
002747,埃斯顿,机械基件,江苏,144.71,0.07,7.8,1.74,右边股价,13.572,5.390090525879344,8.41,0.92,2.71,3.96
300443,金雷风电,专用机械,山东,28.94,0.5329999999999999,3.07,6.71,右边股价,20.5997,10.608154803040774,,3.3,6.28,
000758,中色股份,铅锌,北京,47.18,0.11,2.61,2.65,右边股价,6.916499999999999,5.532005086901229,6.02,,,4.18
300021,大禹节水,农业综合,甘肃,143.28,0.06,4.29,1.67,右边股价,7.1643,2.994137353433836,6.13,1.73,2.11,2.25
600325,华发股份,区域地产,广东,13.19,0.409,1.23,5.83,右边股价,7.1709,9.32524639878696,8.3,,4.44,6.85
300410,正业科技,电器仪表,广东,45.0,0.76,4.41,9.84,右边股价,43.3944,9.8,9.18,1.67,,8.39
300225,金力泰,染料涂料,上海,140.77,0.078,7.78,1.87,右边股价,14.5486,5.526745755487674,8.29,1.23,,4.17
000016,深康佳Ａ,家用电器,深圳,102.04,0.054000000000000006,5.76,1.26,右边股价,7.2576,5.64484515876127,3.35,0.9,1.06,4.33
601717,郑煤机,工程机械,河南,29.76,0.19,1.17,6.27,右边股价,7.335899999999999,3.9314516129032255,,0.71,1.6,3.06
600509,天富能源,火力发电,新疆,17.43,0.317,1.35,5.46,右边股价,7.371,7.74526678141136,6.69,,,5.89
600178,东安动力,汽车配件,黑龙江,56.38,0.099,1.82,4.07,右边股价,7.407400000000001,3.228095069173466,4.39,1.3,2.13,
002771,真视通,软件服务,北京,67.88,0.255,6.06,3.81,右边股价,23.0886,8.927519151443725,12.24,,4.93,6.76
600287,江苏舜天,商贸代理,江苏,36.12,0.162,1.72,4.53,右边股价,7.791600000000001,4.761904761904762,2.82,0.91,,3.48
000733,振华科技,元器件,贵州,32.07,0.371,1.79,8.87,右边股价,15.877299999999998,5.581540380417836,4.97,,,
002144,宏达高科,纺织,浙江,29.38,0.41,1.7,9.45,右边股价,16.064999999999998,5.786249149081008,5.94,1.22,3.02,4.28
000576,广东甘化,造纸,广东,0.0,-0.07200000000000001,5.67,2.86,右边股价,16.2162,,8.15,-1.06,-1.56,
300211,亿通科技,通信设备,江苏,485.5,0.013,4.92,1.66,右边股价,8.1672,1.0133882595262615,0.76,0.36,0.55,0.76
300391,康跃科技,机械基件,山东,46.15,0.29,3.57,4.65,右边股价,16.6005,7.735644637053088,1.17,,5.98,
601857,中国石油,石油开采,北京,66.41,0.095,1.29,6.52,右边股价,8.4108,1.9424785423881947,0.7,0.5,,
300602,飞荣达,元器件,深圳,71.61,0.72,7.28,9.23,右边股价,67.1944,10.166177908113392,23.2,2.08,,8.18
300438,鹏辉能源,电气设备,广东,36.92,0.71,4.83,7.0,右边股价,33.81,13.08234019501625,15.64,3.14,,11.94
