code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pb*bvps),净资产收益(roe),20163,20164,20171,20172
300251,光线传媒,影视音像,北京,36.14,0.137,4.06,2.43,9.8658,11.23408965,,10.67,,5.61
600977,中国电影,影视音像,北京,26.77,0.322,3.23,5.33,17.2159,12.06574524,,13.87,,5.96
2071,长城影视,影视音像,江苏,40.23,0.124,5.81,1.71,9.9351,14.44195874,,31.94,1.47,
835,长城动漫,影视音像,四川,53.92,0.089,8.21,1.18,9.6878,15.22626113,,-20.69,,
600996,贵广网络,影视音像,贵州,19.67,0.307,3.09,3.91,12.0819,15.70920183,,23.82,,7.85
2739,万达电影,影视音像,北京,34.44,0.756,5.49,9.49,52.1001,15.94076655,11.83,,,8.15
2624,完美世界,影视音像,浙江,32.7,0.511,5.61,5.95,33.3795,17.1559633,21.13,26.73,,8.9
603721,中广天择,影视音像,湖南,44.91,0.442,7.89,5.03,39.6867,17.56847027,,12.8,,12.45
2143,印纪传媒,影视音像,四川,51.32,0.151,11.3,1.37,15.481,22.01870616,22.33,37.72,,11.21
2027,分众传媒,影视音像,广东,24.12,0.207,17.66,0.57,10.0662,73.2172471,54.18,70.73,12.96,29.31
892,欢瑞世纪,影视音像,重庆,0,-0.04,2.98,2.71,8.0758,,-14.77,,-1.08,-1.48
2905,金逸影视,影视音像,广东,0,0,0,0,0,,,,,
603103,横店影视,影视音像,浙江,0,0,0,0,0,,,,,
798,中水渔业,渔业,北京,559.05,0.008,4.27,2.21,9.4367,0.763795725,-6.87,,-0.66,0.38
600257,大湖股份,渔业,湖南,228.1,0.016,2.75,2.69,7.3975,1.205611574,0.7,0.81,0.49,
2696,百洋股份,渔业,广西,146.55,0.08,3.63,5.8,21.054,2.476970317,,,-0.09,
2447,壹桥股份,渔业,辽宁,109.6,0.026,2.99,1.89,5.6511,2.72810219,5.42,11.78,0.41,
600467,好当家,渔业,山东,60.63,0.03,1.76,2.06,3.6256,2.902853373,0.75,,,1.47
2069,獐子岛,渔业,辽宁,103.06,0.043,5.75,1.55,8.9125,5.579274209,3.53,8.47,0.34,2.83
2086,东方海洋,渔业,山东,36.31,0.15,2.52,4.31,10.8612,6.940236849,2.04,2.71,0.07,
300094,国联水产,渔业,广东,37.67,0.09,2.85,2.39,6.8115,7.56570215,,,1.01,
600097,开创国际,渔业,上海,0,-0.134,4.63,3.92,18.1496,,-21.51,0.98,,-3.37
300139,晓程科技,元器件,北京,1779.04,0.003,2.18,4.79,10.4422,0.122537998,1.14,2.17,0.53,0.06
300458,全志科技,元器件,广东,3198.57,0.005,5.4,6.02,32.508,0.168825444,8.65,8.81,,0.08
2141,贤丰控股,元器件,广东,756.16,0.005,6.22,1.15,7.153,0.822577232,0.8,0.87,0.27,0.41
600237,铜峰电子,元器件,安徽,318.24,0.011,3.28,2.18,7.1504,1.030668678,-4.45,-15.36,0.38,0.52
536,华映科技,元器件,福建,116.33,0.026,1.28,4.65,5.952,1.100318061,13.74,7.26,0.43,0.55
600462,九有股份,元器件,深圳,957.36,0.003,11.02,0.55,6.061,1.151082143,1.37,2.34,0.29,0.58
2579,中京电子,元器件,广东,339.48,0.015,4.01,2.51,10.0651,1.181218334,13.87,,,
20,深华发Ａ,元器件,深圳,1268.51,0.008,16.92,1.14,19.2888,1.333848373,1.44,1.72,,0.67
2618,丹邦科技,元器件,深圳,250.32,0.021,3.47,3.06,10.6182,1.386225631,0.98,1.48,0.47,
670,盈方微,元器件,湖北,583.28,0.006,8.12,0.87,7.0644,1.39212728,2.66,3.76,0.71,
300128,锦富技术,元器件,江苏,314.6,0.017,4.44,2.35,10.434,1.411315957,0.06,1.71,0.14,
2655,共达电声,元器件,山东,358.53,0.013,5.24,1.8,9.432,1.461523443,2.25,2.82,0.31,0.73
300256,星星科技,元器件,浙江,107,0.047,1.91,5.25,10.0275,1.785046729,2.74,4.46,0.29,0.9
600203,福日电子,元器件,福建,99.41,0.044,1.82,4.83,8.7906,1.83080173,,3.21,,0.91
300460,惠伦晶体,元器件,广东,226.98,0.037,4.29,3.96,16.9884,1.890034364,2.4,4.35,0.31,
2512,达华智能,元器件,广东,375.39,0.025,7.41,2.55,18.8955,1.973947095,2.34,5.85,-0.8,0.99
300346,南大光电,元器件,江苏,125.44,0.116,3.89,7.51,29.2139,3.101084184,1.2,,0.21,1.56
2189,利达光电,元器件,河南,213.08,0.042,6.66,2.72,18.1152,3.125586634,,3.27,0.51,
2389,南洋科技,元器件,浙江,160.19,0.077,5.02,4.93,24.7486,3.133778638,,3.63,0.72,1.58
300456,耐威科技,元器件,北京,162.42,0.13,5.51,7.56,41.6556,3.392439355,,,0.69,1.74
2106,莱宝高科,元器件,深圳,57.53,0.09,2,5.17,10.34,3.476447071,3.31,,0.96,1.72
32,深桑达Ａ,元器件,深圳,112.91,0.06,3.94,3.44,13.5536,3.489504915,,4.32,,1.75
2288,超华科技,元器件,广东,101.48,0.033,3.7,1.83,6.771,3.646038628,0.26,,0.66,1.84
300319,麦捷科技,元器件,深圳,75.07,0.061,2.9,3.18,9.222,3.863061143,,,0.77,
300162,雷曼股份,元器件,深圳,82.27,0.062,3.22,3.15,10.143,3.913941899,3.69,,0.77,1.87
600353,旭光股份,元器件,四川,96.46,0.039,3.83,1.97,7.5451,3.970557744,3.24,4.15,1.16,1.99
300333,兆日科技,元器件,深圳,115.3,0.051,4.61,2.54,11.7094,3.998265395,2.56,2.26,0.92,1.99
532,华金资本,元器件,广东,151.03,0.044,6.43,2.06,13.2458,4.257432298,4.29,5.83,,
300227,光韵达,元器件,深圳,141.95,0.095,6.17,4.39,27.0863,4.346600916,2.96,,1.15,
300433,蓝思科技,元器件,湖南,123.04,0.119,5.42,5.4,29.268,4.405071521,,,1.56,2.31
300220,金运激光,元器件,湖北,210.97,0.053,9.58,2.31,22.1298,4.54092999,2.63,2.4,,2.3
636,风华高科,元器件,广东,39.92,0.125,1.99,5.01,9.9699,4.98496994,2.32,2.87,,
300351,永贵电器,元器件,浙江,50.12,0.176,2.51,7.04,17.6704,5.007980846,6.8,,,
300414,中光防雷,元器件,四川,107.42,0.115,5.39,4.6,24.794,5.017687581,6.74,8.36,1.12,2.65
300205,天喻信息,元器件,湖北,88.03,0.069,4.45,2.72,12.104,5.055094854,2.75,1.79,0.6,
2600,江粉磁材,元器件,广东,73.65,0.057,3.74,2.24,8.3776,5.078071962,4.19,,1.1,
2045,国光电器,元器件,广东,106.8,0.083,5.48,3.22,17.6456,5.131086142,,4.55,1.36,2.54
300331,苏大维格,元器件,江苏,73.71,0.158,3.9,5.97,23.283,5.291005291,2.25,6.33,,2.61
600330,天通股份,元器件,浙江,44.43,0.121,2.41,4.46,10.7486,5.424262885,3.03,3.1,1.49,
58,深 赛 格,元器件,深圳,96.12,0.04,5.36,1.45,7.772,5.57636288,2.85,7.11,1.5,
413,东旭光电,元器件,河北,41.14,0.129,2.32,4.56,10.5792,5.639280506,5.23,,,2.84
600666,奥瑞德,元器件,重庆,141.71,0.061,8.04,2.16,17.3664,5.673558676,4.94,,1.82,2.88
600980,北矿科技,元器件,北京,99.43,0.102,5.74,3.52,20.2048,5.772905562,3.69,7.38,0.77,2.93
2484,江海股份,元器件,江苏,47.58,0.108,2.8,3.68,10.304,5.884825557,5.39,7.01,,2.92
2835,同为股份,元器件,深圳,86.58,0.091,5.26,3.01,15.8326,6.075306075,,19.25,1.43,3.02
2808,苏州恒久,元器件,江苏,106.19,0.084,6.46,2.74,17.7004,6.083435352,6.87,10.93,1.23,
2463,沪电股份,元器件,江苏,38.61,0.062,2.35,2.02,4.747,6.086506087,,3.96,,3.04
2806,华锋股份,元器件,广东,160.29,0.08,9.85,2.61,25.7085,6.145111985,7.45,,,
300279,和晶科技,元器件,江苏,56.46,0.113,3.47,3.68,12.7696,6.145944031,7.87,5.46,1.92,3.1
603133,碳元科技,元器件,江苏,160.96,0.15,9.96,4.16,41.4336,6.187872763,,17.08,2.45,3.86
50,深天马Ａ,元器件,深圳,33.64,0.32,2.12,10.15,21.518,6.302021403,,4.21,1.62,3.2
823,超声电子,元器件,广东,39.79,0.179,2.51,5.67,14.2317,6.308117617,3.86,6.41,,3.15
603633,徕木股份,元器件,上海,64.68,0.191,4.4,5.62,24.728,6.802721088,,10.15,1.3,3.38
300566,激智科技,元器件,浙江,98.7,0.3,6.76,5.67,38.3292,6.849037487,16.2,,1.83,3.64
733,振华科技,元器件,贵州,27.85,0.305,1.94,8.78,17.0332,6.965888689,4.54,4.97,,
300154,瑞凌股份,元器件,深圳,35.55,0.121,2.5,3.44,8.6,7.032348805,4.78,4.77,,3.42
2729,好利来,元器件,福建,140.75,0.221,10.09,6.17,62.2553,7.168738899,3.83,5.41,,
300078,思创医惠,元器件,浙江,79.34,0.09,5.77,2.47,14.2519,7.272498109,7.59,13.74,1.66,
970,中科三环,元器件,北京,68.86,0.144,5.06,3.91,19.7846,7.348242812,,7.91,1.75,
2876,三利谱,元器件,深圳,100.74,0.48,7.47,10.33,77.1651,7.415128052,,17.59,,
2426,胜利精密,元器件,江苏,40.69,0.094,3.04,2.52,7.6608,7.471123126,,7.87,1.68,
2049,紫光国芯,元器件,河北,88.83,0.203,6.67,5.42,36.1514,7.50872453,9.19,,1.65,
300184,力源信息,元器件,湖北,29.63,0.29,2.24,6.16,13.7984,7.559905501,5.11,5.63,3.06,5.74
603936,博敏电子,元器件,广东,66.24,0.218,5.03,5.74,28.8722,7.593599034,4.31,5.86,1.28,3.83
300666,江丰电子,元器件,浙江,244.49,0.11,19.27,2.39,46.0553,7.881712953,,20.96,3.26,5.07
300647,超频三,元器件,深圳,73.69,0.21,5.84,4.23,24.7032,7.9250916,,21.82,3.09,
300602,飞荣达,元器件,深圳,86.32,0.38,6.92,9,62.28,8.016682113,15.77,23.2,2.08,
300131,英唐智控,元器件,深圳,57.86,0.071,4.84,1.7,8.228,8.365019011,8.35,11.33,1.75,
2388,新亚制程,元器件,深圳,49.04,0.13,4.16,2.42,10.0672,8.482871126,1.37,1.87,1.63,8.57
300546,雄帝科技,元器件,深圳,82.22,0.19,7.09,4.27,30.2743,8.623206033,10.96,16.39,0.94,
603920,世运电路,元器件,广东,42.51,0.29,3.7,5.66,20.942,8.703834392,,,5.26,7.14
2436,兴森科技,元器件,深圳,46,0.071,4.14,1.58,6.5412,9,6.21,8.5,,4.34
300570,太辰光,元器件,深圳,51.96,0.208,4.68,4.62,21.6216,9.006928406,19.66,22.64,1.98,4.41
300340,科恒股份,元器件,广东,47.06,0.516,4.25,11.43,48.5775,9.031024224,0.73,3.96,1.6,4.61
2888,惠威科技,元器件,广东,85.92,0.25,7.79,4.2,32.718,9.066573557,,15.67,nan,
300615,欣天科技,元器件,深圳,79.45,0.253,7.28,5.52,40.1856,9.162995595,24.37,30.73,4.04,
300661,圣邦股份,元器件,北京,71.96,0.542,6.68,11.67,77.9556,9.282934964,,34.5,,9.4
603678,火炬电子,元器件,福建,54.77,0.257,5.31,5.31,28.1961,9.695088552,,12.45,,4.91
300032,金龙机电,元器件,浙江,25.31,0.286,2.48,5.84,14.4832,9.798498617,,4.25,0.35,4.8
2055,得润电子,元器件,深圳,63.34,0.2,6.26,3.97,24.8522,9.883170193,,2.17,1.83,5.2
2036,联创电子,元器件,浙江,69.35,0.14,6.91,2.99,20.6609,9.963950973,,,,5.05
300114,中航电测,元器件,陕西,50.24,0.12,5.12,2.35,12.032,10.1910828,6.55,7.95,,5.17
2273,水晶光电,元器件,浙江,53.78,0.232,5.53,4.52,24.9956,10.28263295,6.17,9.1,2.2,5.19
2139,拓邦股份,元器件,深圳,43.58,0.138,4.54,2.65,12.031,10.41762276,7.34,9.74,2.04,5.25
2241,歌尔股份,元器件,山东,45.69,0.23,4.8,4.22,20.256,10.50558109,10.5,16.3,2.71,6.46
725,京东方Ａ,元器件,北京,16.18,0.124,1.72,2.33,4.0076,10.63040791,0.18,2.4,,4.48
2056,横店东磁,元器件,浙江,41.72,0.135,4.44,2.54,11.2776,10.64237776,,11.81,1.56,5.44
2104,恒宝股份,元器件,江苏,39.83,0.129,4.25,2.42,10.285,10.67034898,7.73,,2.5,
600363,联创光电,元器件,江西,28.03,0.261,3,4.87,14.61,10.70281841,7.89,7.94,2.33,5.47
603738,泰晶科技,元器件,湖北,60.06,0.265,6.51,4.89,31.8339,10.83916084,14.37,nan,2.78,5.39
2217,合力泰,元器件,山东,34.08,0.163,3.71,3,11.13,10.88615023,,,2.28,5.52
2885,京泉华,元器件,深圳,50.39,0.58,5.5,7.99,43.945,10.91486406,,18.77,4.27,9.56
603328,依顿电子,元器件,广东,30.09,0.253,3.36,4.54,15.2544,11.1665005,,13,2.47,5.18
300083,劲胜智能,元器件,广东,21.85,0.211,2.45,3.77,9.2365,11.21281465,,,2.84,
2138,顺络电子,元器件,深圳,50.01,0.23,5.63,3.78,21.2814,11.25774845,10.75,,,6.31
2475,立讯精密,元器件,深圳,46.65,0.215,5.32,3.77,20.0564,11.40407288,11.6,16.09,2.64,5.88
300620,光库科技,元器件,广东,73.43,0.33,8.42,5.02,42.2684,11.46670298,,28.79,,8.22
2587,奥拓电子,元器件,深圳,40.44,0.15,4.65,1.74,8.091,11.49851632,,13.88,0.92,5.87
300686,智动力,元器件,深圳,92.59,0.22,10.85,2.84,30.814,11.71832811,,19.22,3.19,6.04
300474,景嘉微,元器件,湖南,118.27,0.206,14.06,3.46,48.6476,11.88805276,12.95,,,6.21
2057,中钢天源,元器件,安徽,34.62,0.23,4.12,3.87,15.9444,11.90063547,,,1.65,6.12
300657,弘信电子,元器件,福建,66.29,0.47,7.93,6.25,49.5625,11.96258863,,10.04,3.79,7.51
603380,易德龙,元器件,江苏,49.73,0.32,6.01,3.98,23.9198,12.08526041,,42.53,,
2859,洁美科技,元器件,浙江,66.98,0.315,8.48,4.97,42.1456,12.66049567,,28.42,4.51,8.85
300476,胜宏科技,元器件,广东,47.41,0.31,6.1,4.17,25.437,12.86648386,12.26,17.4,3.11,
2025,航天电器,元器件,贵州,30.07,0.347,4.06,5.14,20.8684,13.50182907,9.8,,3.19,6.68
2897,意华股份,元器件,浙江,64.17,0.468,8.67,6.93,60.0831,13.51098644,,20.22,,9.09
300689,澄天伟业,元器件,深圳,75.01,0.391,10.14,5.79,58.7106,13.51819757,,17.52,,9.45
300219,鸿利智汇,元器件,广东,25.98,0.26,3.62,3.53,12.7786,13.93379523,13.68,10.4,4.27,9.18
601231,环旭电子,元器件,上海,27.61,0.256,3.89,3.63,14.1207,14.08909815,7.56,11.27,,7.17
603386,广东骏亚,元器件,广东,69.51,0.139,9.86,1.95,19.227,14.18500935,,25.45,,9.92
300207,欣旺达,元器件,深圳,43.7,0.141,6.32,1.95,12.324,14.46224256,14.3,22.3,3.14,
2456,欧菲光,元器件,深圳,44.76,0.228,6.48,3.16,20.4768,14.4772118,,,2.34,
300548,博创科技,元器件,浙江,59.7,0.508,8.65,7.02,60.723,14.48911223,,18.04,,7.33
300342,天银机电,元器件,江苏,34.8,0.22,5.08,2.92,14.8336,14.59770115,10.45,15.62,,7.39
300088,长信科技,元器件,安徽,33.36,0.261,4.88,3.57,17.4216,14.62829736,6.33,9.52,2.76,
2845,同兴达,元器件,深圳,59.81,0.78,9.43,9.09,85.7187,15.76659422,10.39,,6.49,
300408,三环集团,元器件,广东,46.69,0.249,7.71,3.01,23.2071,16.51317199,17.1,22.41,4.44,
300115,长盈精密,元器件,深圳,43.97,0.391,7.46,4.61,34.3906,16.96611326,13.13,18.76,4.96,8.62
300691,联合光电,元器件,广东,70.33,0.596,12.22,6.86,83.8292,17.37523105,,21.38,1.35,
2402,和而泰,元器件,深圳,41.21,0.123,7.19,1.41,10.1379,17.44722155,9.35,11.62,3.4,9.12
603186,华正新材,元器件,浙江,43.09,0.401,7.76,4.45,34.532,18.00881875,,,,9.16
603989,艾华集团,元器件,湖南,35.86,0.516,6.54,5.65,36.951,18.23759063,11.65,,4.2,8.51
600563,法拉电子,元器件,福建,33.35,0.842,6.2,9.07,56.234,18.59070465,,19.51,,9.54
2222,福晶科技,元器件,福建,57.15,0.155,10.81,1.64,17.7284,18.91513561,8.15,10.86,,9.42
300127,银河磁体,元器件,四川,31.92,0.342,6.23,3.5,21.805,19.51754386,7.95,11.12,,
2179,中航光电,元器件,河南,31.05,0.56,6.09,5.69,34.6521,19.61352657,14.46,19.57,,10.25
600183,生益科技,元器件,广东,20.38,0.371,4.24,3.57,15.1368,20.8047105,,15.65,5.47,10.45
603228,景旺电子,元器件,深圳,33.69,0.774,7.06,7.39,52.1734,20.95577323,nan,,5.15,10.56
300014,亿纬锂能,元器件,广东,46.2,0.272,9.99,2.51,25.0749,21.62337662,,13.88,2.73,11.33
603595,东尼电子,元器件,浙江,75.77,0.465,17.72,3.98,70.5256,23.3865646,,28.83,6.71,nan
300701,森霸股份,元器件,河南,44.27,0.344,10.86,2.81,30.5166,24.53128529,,30.46,,16.23
300681,英搏尔,元器件,广东,70.73,0.68,17.86,4.04,72.1544,25.25095433,,27.91,8.17,
2636,金安国纪,元器件,上海,22.97,0.36,6.18,2.67,16.5006,26.90465825,10.75,21.85,8.42,14.24
2841,视源股份,元器件,广东,48.48,0.78,13.44,5.5,73.92,27.72277228,62.29,74.94,6.32,15.76
603160,汇顶科技,元器件,深圳,48.3,1.08,14.98,6.84,102.4632,31.01449275,43.16,47.13,,16.51
300679,电连技术,元器件,深圳,39.38,2.06,12.25,9.93,121.6425,31.107161,,41.63,,16.86
2134,*ST普林,元器件,天津,0,-0.033,6.24,1.69,10.5456,,-8.77,,,-1.93
300224,正海磁材,元器件,山东,0,-0.018,4.13,3.42,14.1246,,,8.9,0.19,
68,华控赛格,元器件,深圳,0,-0.016,11.78,0.6,7.068,,-5.21,1.61,-2.38,
2289,宇顺电子,元器件,深圳,0,-0.129,5.82,2.01,11.6982,,-47.09,5.1,-3.89,-6.22
727,华东科技,元器件,江苏,0,-0.049,1.22,2.33,2.8426,,-0.37,0.22,-2.34,
600355,精伦电子,元器件,湖北,0,-0.018,10.91,0.82,8.9462,,0.7,2.79,,-2.18
600707,彩虹股份,元器件,陕西,0,-0.1,5.45,1.66,9.047,,-6.08,-19.1,-3.69,
600478,科力远,元器件,湖南,0,-0.056,10.87,0.89,9.6743,,-8.27,-15.19,-2.53,
2199,东晶电子,元器件,浙江,0,-0.007,9.62,1.88,18.0856,,-22.3,3.59,0.22,-0.36
600207,安彩高科,元器件,河南,0,-0.017,3.39,2.18,7.3902,,,0.71,-0.95,
300155,安居宝,元器件,广东,0,-0.015,3.68,2.07,7.6176,,,1.55,-1.13,-0.73
600071,凤凰光学,元器件,江西,0,-0.078,12.97,1.56,20.2332,,-9.96,-25.73,-1.34,-4.87
2906,华阳集团,元器件,广东,0,0,0,0,0,,,,,
2902,铭普光磁,元器件,广东,0,0,0,0,0,,,,,
603829,洛凯股份,元器件,江苏,0,0,0,0,0,,,,,
300709,精研科技,元器件,江苏,0,0,0,0,0,,,,,
600215,长春经开,园区开发,吉林,161.19,0.031,1.92,5.24,10.0608,1.19114089,0.62,0.32,,0.6
600604,市北高新,园区开发,上海,120.19,0.037,2.88,3.06,8.8128,2.396206007,,4,-0.27,1.2
600658,电子城,园区开发,北京,62.52,0.089,1.51,7.41,11.1891,2.415227127,0.04,,0.33,1.19
628,高新发展,园区开发,四川,93.03,0.055,4.28,2.4,10.272,4.600666452,4.26,4.11,0.32,
600648,外高桥,园区开发,上海,36.87,0.243,2.15,8.31,17.8665,5.831299159,6.71,,0.98,
600848,上海临港,园区开发,上海,76.92,0.17,4.66,5.62,26.1892,6.05824233,4.86,9.13,0.93,3.14
600895,张江高科,园区开发,上海,42.2,0.2,3.16,5.36,16.9376,7.488151659,5.03,9.18,,
600639,浦东金桥,园区开发,上海,27.01,0.33,2.32,7.7,17.864,8.589411329,5.34,6.95,2.31,4.24
600463,空港股份,园区开发,北京,36.26,0.207,3.12,4.82,15.0384,8.60452289,1.8,2.02,,4.36
600736,苏州高新,园区开发,江苏,17.61,0.217,1.59,4.8,7.632,9.028960818,5.79,6.05,1.91,
600007,中国国贸,园区开发,北京,32.9,0.293,3.17,6.08,19.2736,9.635258359,,11.71,,
600064,南京高科,园区开发,江苏,11.64,0.664,1.17,13.16,15.3972,10.05154639,9.75,9.86,1.02,5.1
600663,陆家嘴,园区开发,上海,33.63,0.343,5.75,4.02,23.115,17.09782932,,12.13,2.19,5.86
600133,东湖高新,园区开发,湖北,4.84,1.127,2.7,4.05,10.935,55.78512397,1.95,8.13,30.96,32.18
600082,海泰发展,园区开发,天津,0,-0.031,2.41,2.56,6.1696,,-2.8,-4.79,-0.96,
300011,鼎汉技术,运输设备,北京,451.63,0.015,3.37,4.07,13.7159,0.746186037,2.96,5.26,0.19,0.39
600495,晋西车轴,运输设备,山西,320.83,0.011,2.74,2.58,7.0692,0.854034847,0.18,,-0.35,0.43
8,神州高铁,运输设备,北京,229.28,0.02,4.14,2.2,9.108,1.805652477,,9.37,,0.65
601313,江南嘉捷,运输设备,江苏,66.8,0.066,2.12,4.14,8.7768,3.173652695,,,0.96,1.55
2689,远大智能,运输设备,辽宁,89.37,0.037,4.26,1.54,6.5604,4.766700235,2.54,5.01,,2.42
600967,内蒙一机,运输设备,内蒙,57.02,0.116,3.02,4.38,13.2276,5.296387233,-1.44,8.52,0.96,2.67
601766,中国中车,运输设备,北京,38.41,0.128,2.46,3.99,9.8154,6.40458214,7.57,11.21,1.02,
300455,康拓红外,运输设备,北京,100.73,0.056,6.76,1.67,11.2892,6.71100963,6.04,10.9,,3.37
2774,快意电梯,运输设备,广东,73.19,0.11,5.14,2.86,14.7004,7.022817325,,23.44,,4.75
976,春晖股份,运输设备,广东,55.13,0.085,4.03,2.33,9.3899,7.309994558,3.47,1.63,0.48,
600894,广日股份,运输设备,广东,19.8,0.29,1.48,7.79,11.5292,7.474747475,,,1.4,3.62
603611,诺力股份,运输设备,浙江,39.71,0.34,3.26,7.97,25.9822,8.209519013,,15.84,2.33,
2367,康力电梯,运输设备,江苏,21.35,0.256,2.36,4.63,10.9268,11.05386417,14.02,15.1,3.43,
603321,梅轮电梯,运输设备,浙江,48.54,0.145,5.9,2.38,14.042,12.15492377,,20.38,,8.75
600835,上海机电,运输设备,上海,15.88,0.617,2.13,9.2,19.596,13.41309824,13.36,16.76,2.56,6.72
603500,祥和实业,运输设备,浙江,62.36,0.29,9.18,3.94,36.1692,14.72097498,,22.79,,
603111,康尼机电,运输设备,江苏,47.73,0.156,7.91,1.88,14.8708,16.57238634,14.53,20.76,,8.43
2565,顺灏股份,造纸,上海,139.84,0.024,2.17,3.15,6.8355,1.551773455,3.08,,0.93,
600235,民丰特纸,造纸,浙江,145.25,0.03,2.39,3.62,8.6518,1.645438898,0.65,1,0.57,0.83
600963,岳阳林纸,造纸,湖南,73.45,0.07,1.57,5.43,8.5251,2.137508509,0.35,,0.28,1.35
833,贵糖股份,造纸,广西,83.13,0.05,2.08,3.99,8.2992,2.502105137,-0.2,1.47,,1.26
600433,冠豪高新,造纸,广东,114.14,0.027,3.09,1.98,6.1182,2.707201682,2.49,4.37,0.64,1.35
2235,安妮股份,造纸,福建,69.02,0.09,2.15,5.83,12.5345,3.115039119,,1.48,0.71,1.58
2012,凯恩股份,造纸,浙江,126.01,0.047,4.58,2.57,11.7706,3.634632172,-1.35,0.73,1.44,
600103,青山纸业,造纸,福建,67.48,0.036,2.64,1.84,4.8576,3.912270302,,2.76,,
600356,恒丰纸业,造纸,黑龙江,33,0.154,1.51,6.77,10.2227,4.575757576,3.35,4.81,1.36,2.28
2521,齐峰新材,造纸,山东,27.49,0.186,1.51,6.77,10.2227,5.492906511,2.78,,1.12,2.69
2303,美盈森,造纸,深圳,44.5,0.094,3.12,2.67,8.3304,7.011235955,,8.26,,
600308,华泰股份,造纸,山东,14.81,0.253,1.3,5.78,7.514,8.777852802,1.86,2.83,1.88,4.44
2511,中顺洁柔,造纸,广东,31.01,0.21,3.43,3.73,12.7939,11.06094808,7.17,10.21,2.75,
2067,景兴纸业,造纸,浙江,16.28,0.22,2.17,3.14,6.8138,13.32923833,5.7,10.33,3.88,
488,晨鸣纸业,造纸,山东,10.38,0.75,1.59,11.75,18.6825,15.31791908,8.8,9.59,3.67,7.24
600966,博汇纸业,造纸,山东,10.83,0.303,1.95,3.38,6.591,18.00554017,2.7,5.01,4.67,9.38
600567,山鹰纸业,造纸,安徽,14.71,0.182,2.67,2,5.34,18.15091774,,4.98,,
2078,太阳纸业,造纸,山东,13.56,0.345,2.73,3.43,9.3639,20.13274336,,,,10.42
603165,荣晟环保,造纸,浙江,24.46,1.49,10.38,6.72,69.7536,42.43663123,,,,24.79
600793,宜宾纸业,造纸,四川,11.82,1.253,16.84,1.76,29.6384,142.4703892,-44.28,6.15,-172.51,110.68
600069,银鸽投资,造纸,河南,0,-0.017,5.7,1.6,9.12,,-4.53,-17.98,-1.44,-1.07
576,广东甘化,造纸,广东,0,-0.045,5.73,2.88,16.5024,,-6.11,8.15,-1.06,-1.56
815,美利云,造纸,宁夏,0,-0.005,5.35,2.82,15.087,,-6.23,0.27,-0.5,-0.18
600155,宝硕股份,证券,河北,82.28,0.085,1.62,8.62,13.9644,1.968886728,-2.27,-6.69,0.34,0.99
2670,国盛金控,证券,广东,95.47,0.101,2.46,7.8,19.188,2.576725673,4.24,,,1.3
601375,中原证券,证券,河南,140.92,0.034,3.7,2.59,9.583,2.625603179,,8.89,,1.27
2500,山西证券,证券,山西,69.35,0.084,2.68,4.34,11.6312,3.86445566,2.59,,1.14,1.92
600369,西南证券,证券,重庆,45.26,0.065,1.75,3.37,5.8975,3.866548829,,4.84,0.13,
686,东北证券,证券,吉林,39.44,0.133,1.56,6.72,10.4832,3.955375254,8.45,9.36,1.23,
601555,东吴证券,证券,江苏,42.66,0.142,1.79,6.78,12.1362,4.19596812,6.36,7.58,1.52,2.09
2797,第一创业,证券,深圳,115.87,0.054,5.04,2.48,12.4992,4.349702253,5.76,7.39,0.79,
601901,方正证券,证券,湖南,43.5,0.1,1.97,4.43,8.7271,4.528735632,7.49,7.31,1.13,2.29
728,国元证券,证券,安徽,40,0.174,2,6.99,13.98,5,4.64,,1.16,2.46
2673,西部证券,证券,陕西,62.04,0.14,3.14,4.93,15.4802,5.061250806,7.59,,1.46,3.09
601788,光大证券,证券,上海,29.23,0.268,1.51,10.38,15.6738,5.165925419,6.06,7.29,1.25,2.6
750,国海证券,证券,广西,34.87,0.085,1.82,3.25,5.915,5.219386292,,7.56,1.58,2.59
712,锦龙股份,证券,广东,95.54,0.108,5.08,4.06,20.6248,5.317144651,7.82,10.39,1.97,2.61
601198,东兴证券,证券,北京,44.84,0.205,2.71,6.77,18.3467,6.043710972,8.03,9.15,1.63,3.02
600109,国金证券,证券,四川,32.97,0.182,2.01,5.96,11.9796,6.096451319,6.02,7.65,1.62,
600999,招商证券,证券,深圳,26.49,0.35,1.77,11.42,20.2134,6.681766704,8.1,,2.27,
601881,中国银河,证券,北京,36.69,0.208,2.47,6.18,15.2646,6.732079586,,,1.82,
600909,华安证券,证券,安徽,47.93,0.112,3.24,3.32,10.7568,6.759858126,,8.49,,3.38
600030,中信证券,证券,深圳,22.31,0.407,1.53,11.86,18.1458,6.857911251,5.66,7.36,1.6,3.39
601688,华泰证券,证券,江苏,26.33,0.418,1.88,11.73,22.0524,7.140144322,5.94,7.73,1.56,3.5
600837,海通证券,证券,上海,21.41,0.35,1.53,9.78,14.9634,7.146193368,5.85,7.39,,3.57
783,长江证券,证券,湖北,27.51,0.18,2.11,4.69,9.8959,7.669938204,9.47,10.97,1.68,3.86
166,申万宏源,证券,新疆,28.81,0.102,2.25,2.62,5.895,7.809788268,,,1.84,3.84
