code,name,industry,area,市盈率(pe),每股收益(eps),市净率(pb),每股净资产(bvps),股价(pb*bvps),净资产收益(roe),20163,20164,20171,20172
601211,国泰君安,证券,上海,19.72,0.56,1.6,13.42,21.472,8.113590264,8.33,10.64,,4.66
601377,兴业证券,证券,福建,21.79,0.196,1.78,4.79,8.5262,8.16888481,6.96,6.89,2.13,4.05
2736,国信证券,证券,深圳,28.19,0.23,2.31,5.99,13.8369,8.194395176,7.56,9.35,2.12,4.23
601878,浙商证券,证券,浙江,71.57,0.18,5.87,3.85,22.5995,8.201760514,,13.82,2.72,5.36
600958,东方证券,证券,上海,28.93,0.282,2.48,6.58,16.3184,8.572416177,,6.25,2.07,4.27
600061,国投安信,证券,上海,23.41,0.343,2.19,7.34,16.0746,9.354976506,,9.42,,4.78
776,广发证券,证券,广东,16.86,0.564,1.8,10.6,19.08,10.67615658,7.94,,,5.34
601099,太平洋,证券,云南,0,-0.018,2.52,1.68,4.2336,,2.6,5.87,,-1.05
600222,太龙药业,中成药,河南,804.93,0.004,2.49,2.59,6.4491,0.30934367,0.15,0.27,0.11,0.15
2198,嘉应制药,中成药,广东,325.04,0.02,6.47,1.96,12.6812,1.990524243,2.17,5.76,,1
600080,金花股份,中成药,陕西,122.41,0.046,3.13,3.56,11.1428,2.556980639,2.41,2.58,0.55,1.29
300147,香雪制药,中成药,广东,67.87,0.073,1.91,5.21,9.9511,2.814203625,,1.94,,1.42
790,泰合健康,中成药,四川,190.66,0.026,6.31,1.57,9.9067,3.309556278,3.38,13.21,0.52,1.67
2566,益盛药业,中成药,吉林,59.13,0.089,1.96,5.35,10.486,3.314730255,,0.76,1.01,1.67
300534,陇神戎发,中成药,甘肃,162.93,0.046,6.4,2.34,14.976,3.928067268,6.85,9.61,1.08,1.96
600613,神奇制药,中成药,上海,54.62,0.096,2.34,4.48,10.4832,4.284145002,,,0.9,2.46
2390,信邦制药,中成药,贵州,49.39,0.086,2.24,3.78,8.4672,4.535331039,3.54,4.25,,2.28
603139,康惠制药,中成药,陕西,71.09,0.25,3.36,8.69,29.1984,4.726403151,,13.31,1.78,
2433,太安堂,中成药,广东,31.44,0.148,1.51,6.15,9.2865,4.802798982,,5.38,1.08,2.42
590,启迪古汉,中成药,湖南,134.9,0.058,6.8,2.31,15.708,5.040770941,5.82,23.64,4.02,4.44
300049,福瑞股份,中成药,内蒙,52.75,0.16,2.74,5.8,15.892,5.194312796,3.91,8.65,,2.68
2644,佛慈制药,中成药,甘肃,71.48,0.068,3.72,2.6,9.672,5.204252938,,4.83,,2.64
600479,千金药业,中成药,湖南,51.41,0.13,2.71,4.94,13.3874,5.271347987,3.96,8.81,1.58,2.58
600781,辅仁药业,中成药,河南,208.25,0.057,11.15,2.13,23.7495,5.354141657,,4.88,1.51,
600129,太极集团,中成药,重庆,93.12,0.081,5.07,2.99,15.1593,5.444587629,58.41,76.11,0.18,2.71
2118,紫鑫药业,中成药,吉林,39.12,0.086,2.24,3.01,6.7424,5.72597137,,,0.94,2.9
766,通化金马,中成药,吉林,54.18,0.129,3.18,4.39,13.9602,5.869324474,3.72,5.71,1.42,
300158,振东制药,中成药,山西,27,0.31,1.61,10.38,16.7118,5.962962963,4.75,6.26,,3.03
600211,西藏药业,中成药,西藏,63.38,0.37,3.79,10.83,41.0457,5.979804355,22.07,34.64,,5.29
600272,开开实业,中成药,上海,101.58,0.067,6.97,1.96,13.6612,6.861586927,,4.1,1.16,3.34
300181,佐力药业,中成药,浙江,45.02,0.079,3.2,2.23,7.136,7.107952021,5.64,5.54,,3.59
2750,龙津药业,中成药,云南,96.95,0.058,7.16,1.58,11.3128,7.385250129,11.76,14.38,2.06,
2826,易明医药,中成药,西藏,96.01,0.112,7.24,2.98,21.5752,7.540881158,,18.64,1,3.77
2219,恒康医疗,中成药,甘肃,66.78,0.089,5.2,2.28,11.856,7.786762504,5.29,10.29,1.75,
600351,亚宝药业,中成药,山西,29.05,0.136,2.29,3.45,7.9005,7.882960413,2.57,0.85,1.54,4.01
300108,吉药控股,中成药,吉林,38.97,0.117,3.17,2.87,9.0979,8.134462407,6.44,10.91,1.82,4.06
2349,精华制药,中成药,江苏,39.62,0.115,3.47,2.62,9.0914,8.758202928,5.45,7.89,1.48,4.45
600771,广誉远,中成药,青海,84.42,0.223,7.43,5.06,37.5958,8.801231936,,15.82,,4.5
600594,益佰制药,中成药,贵州,28.22,0.232,2.51,5.21,13.0771,8.894401134,7.81,10.27,2.53,4.56
300026,红日药业,中成药,天津,23.51,0.094,2.15,2.05,4.4075,9.145044662,8.69,11.84,,4.66
2412,汉森制药,中成药,湖南,44.99,0.18,4.12,3.93,16.1916,9.157590576,4.87,6.74,,4.15
603567,珍宝岛,中成药,黑龙江,35.35,0.235,3.24,5.12,16.5888,9.165487977,9.05,12.27,,4.53
600976,健民集团,中成药,湖北,42.15,0.314,3.88,6.83,26.5004,9.205219454,,6.48,1.73,4.67
623,吉林敖东,中成药,吉林,14.26,0.784,1.34,16.67,22.3378,9.396914446,7.31,9.43,2.21,4.78
603998,方盛制药,中成药,湖南,69.96,0.107,6.68,2.25,15.03,9.548313322,6.23,7.73,1.9,
2603,以岭药业,中成药,河北,28.99,0.282,2.88,5.68,16.3584,9.934460159,8.62,10.81,,5.16
603896,寿仙谷,中成药,浙江,60.16,0.37,6.01,5.87,35.2787,9.990026596,,20.27,5.56,8.05
2873,新天药业,中成药,贵州,50.09,0.54,5.06,8.52,43.1112,10.10181673,,22.74,5.08,8.76
603858,步长制药,中成药,山东,35.01,0.995,3.9,17.87,69.693,11.13967438,16.17,21.21,1.75,5.31
650,仁和药业,中成药,江西,22.46,0.13,2.6,2.25,5.85,11.57613535,10.72,14.56,2.84,5.7
600557,康缘药业,中成药,江苏,24.85,0.31,2.88,5.35,15.408,11.58953722,9.95,,,
2728,特一药业,中成药,广东,37.03,0.271,4.34,4.63,20.0942,11.72022684,7.98,,2.09,5.94
600422,昆药集团,中成药,云南,21.72,0.273,2.57,4.61,11.8477,11.83241252,9.76,11.9,2.62,
600285,羚锐制药,中成药,河南,26.19,0.226,3.3,3.59,11.847,12.6002291,15.86,16.74,3.24,6.22
600332,白云山,中成药,广东,19.11,0.712,2.45,11.1,27.195,12.82051282,10.72,12.75,,6.46
600329,中新药业,中成药,天津,23.48,0.361,3.03,5.59,16.9377,12.90459966,,10.38,3.18,6.43
2107,沃华医药,中成药,山东,65.7,0.1,8.99,1.46,13.1254,13.68340944,8.86,10.18,,7.08
2317,众生药业,中成药,广东,19.23,0.31,2.69,4.34,11.6746,13.98855954,,16.2,3.21,
2737,葵花药业,中成药,黑龙江,25.51,0.656,3.59,9.32,33.4588,14.07291258,,11.86,,7.02
600252,中恒集团,中成药,广西,19.51,0.111,2.78,1.56,4.3368,14.24910302,8.47,9.53,,7.09
600518,康美药业,中成药,广东,23.13,0.435,3.32,6.07,20.1524,14.35365326,11.55,14.88,,7.9
513,丽珠集团,中成药,广东,27.04,0.911,3.97,12.4,49.228,14.68195266,13.25,15.48,4.14,7.42
600085,同仁堂,中成药,北京,35.81,0.437,5.34,5.86,31.2924,14.91203574,,12.51,3.7,
300016,北陆药业,中成药,北京,32.82,0.221,4.93,2.94,14.4942,15.02132846,8.41,,2.89,
2424,贵州百灵,中成药,贵州,49.66,0.169,7.53,2.23,16.7919,15.16310914,11.21,,,
2773,康弘药业,中成药,四川,73.01,0.345,11.09,4.55,50.4595,15.18970004,11.86,18.41,,7.8
600750,江中药业,中成药,江西,21.09,0.701,3.28,9.02,29.5856,15.5523945,10.46,15.29,4.09,
2166,莱茵生物,中成药,广西,35.2,0.163,5.48,2.1,11.508,15.56818182,,8.54,,8.1
300519,新光药业,中成药,浙江,39.33,0.321,6.2,4.07,25.234,15.7640478,20.05,25.05,,7.72
999,华润三九,中成药,深圳,18.31,0.757,2.93,9.48,27.7764,16.0021846,10.9,14.78,4.26,8.27
300039,上海凯宝,中成药,上海,19.89,0.182,3.23,2.24,7.2352,16.23931624,12.37,13.48,4.04,8.47
600993,马应龙,中成药,湖北,24.92,0.404,4.23,4.76,20.1348,16.97431782,10.86,13.47,4.37,
989,九 芝 堂,中成药,湖南,22.29,0.417,3.89,4.77,18.5553,17.4517721,11.94,16.56,,8.39
600572,康恩贝,中成药,浙江,23.14,0.153,4.06,1.75,7.105,17.54537597,,10.43,4.3,
538,云南白药,中成药,云南,28.82,1.503,5.22,16.6,86.652,18.11242193,16.35,20.03,,9.48
600535,天士力,中成药,天津,24.87,0.7,4.63,7.51,34.7713,18.6168074,12.94,15.24,3.92,9.06
2287,奇正藏药,中成药,西藏,47.86,0.418,9.3,4.3,39.99,19.43167572,,,3.92,9.46
2275,桂林三金,中成药,广西,20.21,0.428,4.18,4.14,17.3052,20.68283028,,16.33,,10.39
423,东阿阿胶,中成药,山东,23.03,1.378,4.8,13.24,63.552,20.8423795,16.66,24.1,6.98,
600436,片仔癀,中成药,福建,38.19,0.718,8.8,6.24,54.912,23.04268133,14.64,16.2,6.28,11.68
600566,济川药业,中成药,湖北,25,0.719,8.08,4.45,35.956,32.32,22.79,,,15.61
600671,天目药业,中成药,浙江,0,-0.059,60.58,0.42,25.4436,,-0.83,2.09,,
300189,神农基因,种植业,海南,319.03,0.007,3.01,1.41,4.2441,0.943484939,,1.19,,0.47
600540,*ST新赛,种植业,新疆,218.28,0.012,4.14,1.32,5.4648,1.896646509,-0.53,,0.6,0.95
2772,众兴菌业,种植业,甘肃,37.95,0.171,2.07,6.27,12.9789,5.454545455,8.95,,,2.78
300511,雪榕生物,种植业,上海,75.21,0.18,4.59,5.78,26.5302,6.102911847,3.21,,3.7,3.09
998,隆平高科,种植业,湖南,66.53,0.186,5.3,4.68,24.804,7.966330979,1.96,9.49,,
2041,登海种业,种植业,山东,52.31,0.138,4.6,3.14,14.444,8.793729688,10.06,,1.67,4.43
601952,苏垦农发,种植业,江苏,29.77,0.32,3.24,4.63,15.0012,10.8834397,,21.47,5.23,8.89
600371,万向德农,种植业,黑龙江,55.32,0.115,6.26,2.03,12.7078,11.31597975,,13.59,2.58,5.84
600598,北大荒,种植业,黑龙江,20.17,0.295,3.62,3.29,11.9098,17.9474467,,,,8.73
600354,敦煌种业,种植业,甘肃,12.13,0.368,4.32,2.06,8.8992,35.61417972,-16.64,-24.88,-4.87,
600313,农发种业,种植业,北京,0,-0.018,2.62,1.56,4.0872,,,,-0.38,
300087,荃银高科,种植业,安徽,0,-0.02,6.92,1.64,11.3488,,-1.48,4.83,,-1.31
713,丰乐种业,种植业,安徽,0,-0.08,1.85,4.54,8.399,,-5.88,1.55,-0.42,-1.73
600506,香梨股份,种植业,新疆,0,-0.001,10.01,1.8,18.018,,,-3.18,0.04,
600855,航天长峰,专用机械,北京,24891.34,0,7.14,2.61,18.6354,0.028684675,0.9,6.58,,0.01
2192,融捷股份,专用机械,广东,8337.78,0.002,14.26,2.83,40.3558,0.171028739,0.14,0.73,0.04,0.09
300280,南通锻压,专用机械,江苏,1719.23,0.009,6.57,4.95,32.5215,0.382147822,0.69,,0.57,
2204,大连重工,专用机械,辽宁,280.82,0.007,1.2,3.41,4.092,0.427319991,0.87,0.42,0.06,
600435,北方导航,专用机械,北京,2248.72,0.003,10.51,1.37,14.3987,0.467376997,0.19,2.08,0.34,0.23
300402,宝色股份,专用机械,江苏,1073.88,0.008,5.62,2.95,16.579,0.523335941,-13.24,,-1.68,0.26
601608,中信重工,专用机械,河南,537.95,0.005,3.2,1.65,5.28,0.594850823,-3.78,-19.94,-0.03,0.3
600184,光电股份,专用机械,湖北,698.21,0.015,4.64,4.41,20.4624,0.664556509,0.34,1.32,0.04,0.33
603169,兰石重装,专用机械,甘肃,449.35,0.012,3.67,2.91,10.6797,0.816735284,,0.54,-1.86,0.41
2639,雪人股份,专用机械,福建,364.27,0.016,3.45,3.38,11.661,0.947099679,,,0.06,0.47
300434,金石东方,专用机械,四川,225.36,0.1,2.79,10.02,27.9558,1.238019169,4.01,6.49,-1.4,3.4
2691,冀凯股份,专用机械,河北,488.41,0.029,6.65,4.28,28.462,1.361560984,1.07,,0.1,
2621,三垒股份,专用机械,辽宁,293.23,0.026,4.51,3.37,15.1987,1.53804181,1.86,0.89,0.38,
300202,聚龙股份,专用机械,辽宁,293.22,0.029,5.49,3.1,17.019,1.872314303,,,0.81,0.87
300092,科新机电,专用机械,四川,304.68,0.021,5.76,2.21,12.7296,1.890508074,2.78,,0.2,0.96
300263,隆华节能,专用机械,河南,157.98,0.028,3.2,2.76,8.832,2.025572857,,0.63,0.42,1.01
300472,新元科技,专用机械,北京,332.51,0.04,6.93,3.87,26.8191,2.084147845,1.31,4.26,,1.04
300540,深冷股份,专用机械,四川,161.69,0.093,3.78,7.94,30.0132,2.337806914,10.23,,-0.77,1.17
603800,道森股份,专用机械,江苏,189.04,0.057,4.88,4.42,21.5696,2.58146424,-3.97,-6.34,0.8,
300276,三丰智能,专用机械,湖北,341.18,0.023,9.48,1.63,15.4524,2.778591946,1.11,2.48,0.49,1.4
603036,如通股份,专用机械,江苏,166.28,0.072,5.12,4.68,23.9616,3.079143613,7.76,10.63,,1.53
300293,蓝英装备,专用机械,辽宁,168.94,0.04,5.42,2.52,13.6584,3.208239612,0.22,2.32,,1.65
2529,海源机械,专用机械,福建,94.47,0.1,3.1,6.1,18.91,3.281465015,-0.03,-2.87,0.63,1.65
2816,和科达,专用机械,深圳,186.39,0.085,6.12,5.16,31.5792,3.283437953,6.12,8.59,,1.64
2255,海陆重工,专用机械,江苏,53.3,0.075,2.09,3.8,7.942,3.92120075,2.26,3.3,,1.98
603308,应流股份,专用机械,安徽,55.66,0.129,2.21,6.51,14.3871,3.970535393,,2.35,1.13,
300210,森远股份,专用机械,辽宁,73.11,0.054,3,2.61,7.83,4.103405827,,6.23,1.73,2.06
300201,海伦哲,专用机械,江苏,146.39,0.028,6.05,1.33,8.0465,4.132795956,4.24,8.33,0.12,2.07
2530,金财互联,专用机械,江苏,102.11,0.161,4.27,7.7,32.879,4.181764763,1.47,4.84,,2.11
300309,吉艾科技,专用机械,北京,191.26,0.063,8.13,2.96,24.0648,4.25075813,,-37.25,1.43,2.16
300499,高澜股份,专用机械,广东,126.16,0.108,5.47,4.97,27.1859,4.335764109,4.5,10.7,,
603088,宁波精达,专用机械,浙江,154.06,0.134,6.99,5.89,41.1711,4.537193301,4.52,4.65,1.52,2.26
603855,华荣股份,专用机械,上海,74.37,0.12,3.59,4.01,14.3959,4.827215275,,14.92,1.13,
2645,华宏科技,专用机械,江苏,49.98,0.189,2.49,7.59,18.8991,4.981992797,3.23,4.14,0.79,2.52
300475,聚隆科技,专用机械,安徽,56.33,0.146,2.88,5.74,16.5312,5.112728564,,8.8,,2.55
2630,华西能源,专用机械,四川,48.47,0.113,2.58,4.27,11.0166,5.322880132,6.23,6.84,,3.01
300483,沃施股份,专用机械,上海,94.71,0.179,5.16,6.57,33.9012,5.448210326,3.2,3.74,,2.73
300411,金盾股份,专用机械,浙江,187.4,0.103,10.45,3.69,38.5605,5.576307364,6.06,7.57,0.97,2.79
2786,银宝山新,专用机械,深圳,86.07,0.08,4.88,2.81,13.7128,5.669803648,6.83,,0.77,2.86
2006,精功科技,专用机械,浙江,65.19,0.061,3.79,2.09,7.9211,5.813775119,,7,1.22,2.92
603085,天成自控,专用机械,浙江,118.74,0.124,7.04,4.2,29.568,5.92892033,6.3,6.47,,
2796,世嘉科技,专用机械,江苏,107.96,0.181,6.54,5.96,38.9784,6.057799185,9.37,12.05,1,2.95
551,创元科技,专用机械,江苏,37.28,0.125,2.27,4.11,9.3297,6.089055794,4,,1.04,3.07
2651,利君股份,专用机械,四川,78.72,0.059,4.84,1.91,9.2444,6.148373984,3.46,,,3.05
300569,天能重工,专用机械,山东,50.03,0.338,3.1,10.89,33.759,6.196282231,21.38,21.69,2,3.09
300024,机器人,专用机械,辽宁,93.61,0.113,5.81,3.65,21.2065,6.206601859,,,,
603012,创力集团,专用机械,上海,37.24,0.122,2.32,3.9,9.048,6.229860365,3.5,4.03,,3.15
300249,依米康,专用机械,四川,116.09,0.05,7.43,1.64,12.1852,6.400206736,3.09,,-1.13,2.5
300193,佳士科技,专用机械,深圳,30.84,0.141,2,4.35,8.7,6.485084306,3.98,4.92,0.88,3.29
300462,华铭智能,专用机械,上海,131.47,0.14,9.02,4.08,36.8016,6.860880809,7.45,9.19,0.86,3.46
603090,宏盛股份,专用机械,江苏,92.9,0.158,6.55,4.49,29.4095,7.050592034,,12.72,,3.53
300471,厚普股份,专用机械,四川,51.46,0.167,3.74,4.6,17.204,7.267780801,,,0.56,3.62
603656,泰禾光电,专用机械,安徽,66.74,0.31,4.93,7.23,35.6439,7.386874438,17.41,nan,3.18,
603626,科森科技,专用机械,江苏,109.87,0.194,8.13,5.26,42.7638,7.399654137,26.07,36.9,2.2,4.62
300509,新美星,专用机械,江苏,60.98,0.273,4.72,7.06,33.3232,7.740242703,8.39,12.26,2.03,
300521,爱司凯,专用机械,广东,82.48,0.239,6.51,6.06,39.4506,7.892822502,,13.42,1.34,4.03
404,华意压缩,专用机械,江西,21.58,0.22,1.72,4.56,7.8432,7.97034291,7.83,10.77,2.13,
300023,宝德股份,专用机械,陕西,47.8,0.138,3.83,3.44,13.1752,8.012552301,3.52,6.2,0.43,4.09
300278,华昌达,专用机械,湖北,86.78,0.12,7,2.97,20.79,8.066374741,5.04,7.67,2.44,
300281,金明精机,专用机械,广东,60.11,0.123,4.86,3.04,14.7744,8.085177175,4,4.49,0.84,
300486,东杰智能,专用机械,山西,65.92,0.191,5.45,4.62,25.179,8.267597087,,-7.47,,4.26
603699,纽威股份,专用机械,江苏,60.69,0.136,5.04,3.27,16.4808,8.30449827,7.83,9,,4.04
603901,永创智能,专用机械,浙江,56.53,0.098,4.81,2.29,11.0149,8.508756413,8.29,,,4.28
300316,晶盛机电,专用机械,浙江,53.35,0.144,4.54,3.38,15.3452,8.509840675,7,9.7,,4.24
603960,克来机电,专用机械,上海,90.01,0.175,7.83,4.02,31.4766,8.699033441,,16.56,5.19,5.58
300604,长川科技,专用机械,浙江,113.74,0.27,10.07,5.02,50.5514,8.853525585,,20.38,1.85,6.13
300526,中潜股份,专用机械,广东,105.75,0.132,9.45,2.96,27.972,8.936170213,,9.77,1.83,
300382,斯莱克,专用机械,江苏,52.36,0.145,4.71,3.22,15.1662,8.995416348,,14.47,,4.29
2686,亿利达,专用机械,浙江,46.01,0.146,4.18,3.21,13.4178,9.084981526,10.42,,1.69,
300461,田中精机,专用机械,浙江,149.79,0.22,14.14,4.55,64.337,9.439882502,1.17,,,4.85
603339,四方冷链,专用机械,江苏,44.16,0.329,4.52,6.43,29.0636,10.23550725,8.53,11.83,3.02,5.1
2509,天广中茂,专用机械,福建,51.49,0.097,5.3,1.88,9.964,10.29326083,6.19,,1.2,
603066,音飞储存,专用机械,江苏,51.71,0.141,5.35,2.73,14.6055,10.34616128,7.71,10.81,,
603318,派思股份,专用机械,辽宁,106.39,0.071,11.12,1.35,15.012,10.45211016,0.54,5.07,0.52,5.39
300545,联得装备,专用机械,深圳,85.39,0.366,8.94,6.99,62.4906,10.46961002,,,1.05,5.5
603698,航天工程,专用机械,北京,38.69,0.314,4.13,5.89,24.3257,10.67459292,1.92,7.11,1.35,
300527,华舟应急,专用机械,湖北,45.62,0.209,4.94,3.85,19.019,10.82858395,6.24,,0.24,5.51
300619,金银河,专用机械,广东,89.84,0.31,9.91,5.21,51.6311,11.03072128,,23.19,1.38,6.51
603331,百达精工,专用机械,浙江,39.9,0.38,4.41,5.12,22.5792,11.05263158,,16.96,5.33,
603159,上海亚虹,专用机械,上海,76.07,0.208,8.54,3.72,31.7688,11.22650191,,15.14,,5.33
600475,华光股份,专用机械,江苏,19.95,0.47,2.27,7.99,18.1373,11.37844612,,,4.71,6.13
300145,中金环境,专用机械,浙江,40.75,0.208,4.76,3.55,16.898,11.6809816,7.98,13.42,2.25,5.97
300443,金雷风电,专用机械,山东,27.54,0.408,3.42,6.59,22.5378,12.41830065,12.66,,3.3,6.28
603690,至纯科技,专用机械,上海,92.43,0.119,11.74,1.87,21.9538,12.70150384,13.49,16.76,2.27,6.63
2837,英维克,专用机械,深圳,58.92,0.198,7.64,3.05,23.302,12.96673456,,,,6.42
2890,弘宇股份,专用机械,山东,46.59,0.417,6.07,6.4,38.848,13.0285469,,13.36,,9.09
600499,科达洁能,专用机械,广东,31.45,0.197,4.15,2.98,12.367,13.19554849,8.64,7.24,4.36,6.67
300116,坚瑞沃能,专用机械,陕西,24.72,0.23,3.29,3.45,11.3505,13.30906149,8.51,12.81,3.19,
603131,上海沪工,专用机械,上海,54.11,0.211,7.27,3.15,22.9005,13.43559416,,14.47,2.88,6.64
300512,中亚股份,专用机械,浙江,30.81,0.325,4.14,4.83,19.9962,13.43719572,,16.46,2.71,6.43
300400,劲拓股份,专用机械,深圳,61.83,0.128,8.52,1.85,15.762,13.77971858,7.59,12.84,,6.94
2690,美亚光电,专用机械,安徽,43.17,0.21,6.2,2.92,18.104,14.36182534,,15.78,,6.73
603311,金海环境,专用机械,浙江,39.25,0.241,5.74,3.29,18.8846,14.62420382,9.65,11.39,3.38,7.36
603081,大丰实业,专用机械,浙江,38.17,0.3,5.86,3.51,20.5686,15.35237097,,,4.36,10.27
2534,杭锅股份,专用机械,浙江,19.84,0.292,3.1,3.75,11.625,15.625,,7.59,3.69,7.96
300607,拓斯达,专用机械,广东,75.14,0.419,12.06,5.23,63.0738,16.05003993,,24.15,,9.68
603617,君禾股份,专用机械,浙江,35.18,0.44,5.95,4.51,26.8345,16.91301876,,26.27,10.2,15.79
603298,杭叉集团,专用机械,浙江,22.39,0.454,3.82,5.33,20.3606,17.06118803,,19.95,,
300549,优德精密,专用机械,江苏,49.78,0.306,8.74,3.48,30.4152,17.55725191,18.01,21.04,4.32,8.92
603638,艾迪精密,专用机械,山东,35.24,0.4,6.24,4.37,27.2688,17.70715096,,17.13,4.47,9.24
603203,快克股份,专用机械,江苏,39.67,0.495,7.25,5.41,39.2225,18.27577514,nan,,4.13,
2793,东音股份,专用机械,浙江,31.26,0.325,5.78,3.52,20.3456,18.49008317,14.43,17.86,3.47,9.14
2884,凌霄泵业,专用机械,广东,28.02,1.32,5.48,10.08,55.2384,19.55745896,,25.66,,
603686,龙马环卫,专用机械,福建,32.82,0.48,6.5,4.72,30.68,19.80499695,13.27,18.87,5.24,10.13
300457,赢合科技,专用机械,深圳,54.35,0.369,10.85,3.7,40.145,19.96320147,,21.72,,11.91
2595,豪迈科技,专用机械,山东,21.54,0.464,4.45,4.49,19.9805,20.65923863,,22.2,4.33,
603338,浙江鼎力,专用机械,浙江,32.75,0.92,8.12,7.43,60.3316,24.79389313,13.63,17.48,6,13.05
603277,银都股份,专用机械,浙江,52.44,0.288,13.79,2.19,30.2001,26.29672006,,46.45,5.95,nan
2833,弘亚数控,专用机械,广东,34.62,0.92,9.89,6.36,62.9004,28.56730214,33.26,42.52,7.33,
300415,伊之密,专用机械,广东,23.1,0.309,6.63,2.15,14.2545,28.7012987,9.39,13.66,6,
603757,大元泵业,专用机械,浙江,32.14,1.14,9.72,5.65,54.918,30.24268824,,43.49,9.22,20.6
300450,先导智能,专用机械,江苏,92.52,0.44,29.37,2.62,76.9494,31.74448768,19.94,35.56,9.17,17.77
2366,台海核电,专用机械,四川,29.21,0.491,11.47,2.5,28.675,39.26737419,22.41,,,21.36
300551,古鳌科技,专用机械,上海,0,-0.093,5.37,6.85,36.7845,,5.51,11.68,-3.28,-1.34
300029,天龙光电,专用机械,江苏,0,-0.115,11.1,0.83,9.213,,-11.79,,,-12.97
603029,天鹅股份,专用机械,山东,0,-0.031,3.74,7.47,27.9378,,2.91,4.43,0.22,
601226,华电重工,专用机械,北京,0,-0.034,2.19,2.98,6.5262,,,,-1.67,
300707,威唐工业,专用机械,江苏,0,0,0,0,0,,,,,
2613,北玻股份,专用机械,河南,0,-0.028,2.86,1.58,4.5188,,1.32,1.61,0.1,-1.74
925,众合科技,专用机械,浙江,0,-0.08,3.06,5.68,17.3808,,-2.17,,-1.42,
600860,*ST京城,专用机械,北京,0,-0.104,6.14,1.23,7.5522,,-13.75,-23.31,-3.39,-8.46
300334,津膜科技,专用机械,天津,0,-0.077,4.6,4.71,21.666,,,3.63,,-1.61
300368,汇金股份,专用机械,河北,0,-0.028,6.6,1.93,12.738,,0.6,4.35,,-1.44
603619,中曼石油,专用机械,上海,0,0,0,0,0,,,,,
300117,嘉寓股份,装修装饰,北京,132.83,0.029,3.83,1.99,7.6217,2.883384778,3.56,5.51,0.77,1.45
603030,全筑股份,装修装饰,上海,89.74,0.048,3.12,2.75,8.58,3.476710497,,9.89,1.2,
2830,名雕股份,装修装饰,深圳,169.83,0.081,6.49,4.22,27.3878,3.821468527,nan,15.85,-3.14,1.88
603828,柯利达,装修装饰,江苏,90.58,0.064,3.7,3.12,11.544,4.084786929,3.16,5.19,2.5,2.02
2375,亚厦股份,装修装饰,浙江,35.36,0.133,1.72,5.45,9.374,4.864253394,,,1.03,2.45
2325,洪涛股份,装修装饰,深圳,38.21,0.083,2.22,2.87,6.3714,5.809997383,5.9,3.93,1.44,2.87
2811,亚泰国际,装修装饰,深圳,67.16,0.209,4.09,6.87,28.0983,6.089934485,,,,3.01
2822,中装建设,装修装饰,深圳,50.81,0.111,3.48,3.24,11.2752,6.849045463,8.92,12.67,1.14,3.38
2482,广田集团,装修装饰,深圳,31.69,0.14,2.19,4.06,8.8914,6.910697381,,6.8,0.92,3.46
2620,瑞和股份,装修装饰,深圳,35.27,0.196,2.46,5.6,13.776,6.97476609,5.41,6.2,1.59,3.51
601886,江河集团,装修装饰,北京,26.07,0.209,1.89,5.78,10.9242,7.249712313,5.32,,1.19,3.6
